source,Appliction,user_name,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion
Google Play,Goibibo,harshit kaushik,"There is not a single option where a customer can talk to a real person for queries. Bad experience. I needed to change booking dates for hotel. The hotel cannot do anything as the booking was done using the app. The app shows nothing but ""Sorry for inconveniences"" message when I tried to change the booking dates. I got no response from the Goibibo team even when I tried calling the customer care number. I feel cheated.",1,47,2023-12-28 11:24:02,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/01zjbXZybGb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2024-01-08 12:01:37,17.3.1
Google Play,Goibibo,prabhuraj kodabal,"I have been a long time user of goibibo, but had to face issue with my previous booking. The hotel denied checkin, and it was extended weekend. I had trouble finding hotel and had to book a hotel that didn't give GST bill. Now these people are denying re-embersment. I would not be in such situation if they had properly verified property. Not only I lost my money, half of my vacation was ruined searching hotel in a stranger town. Never gonna use IBIBO again.",1,5,2023-12-27 10:37:37,"Hi

We would request you to please share details of your issue at your unique customer link https://applinks.makemytrip.com/2qwtvWQ99Fb Our team will reach out to you within 48 hours with an appropriate resolution.

- Thanks,
Deepak",2024-01-07 15:41:50,17.3.1
Google Play,Goibibo,Anand KR,"I have a worst experience with this app.I booked a hotel through this app, but due medical emergency I canceled it. Then I requested for refund, till now I didn't received it. Customer support is very bad, they don't even know how to adress customers prblems. I lost my money, now I don't think so I will get it back. So guys please don't waste your money and your valuble time with this nonsense app.",1,3,2023-12-29 12:38:21,"Hi

We would request you to please share details of your issue at your unique customer link https://applinks.makemytrip.com/GhehEx199Fb Our team will reach out to you within 48 hours with an appropriate resolution.

- Thanks,
Deepak",2024-01-07 15:44:11,17.3.1
Google Play,Goibibo,Rachana Kaushik,Worst experience. I wanted to change hotel booking dates as my train got cancelled. Neither the app nor the customer care number provided me with any response to change the dates. I do not recommend using this app.,1,5,2023-12-28 11:27:18,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/t94nOWIAbGb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2024-01-08 12:25:28,17.3.1
Google Play,Goibibo,Syed hani,"Horrible user experience and extremely high ticket prices compared to others! Here is experience: I had made a booking 5 days in advance which was confirmed and just 2 hours before my bus I got a message saying my reservation is cancelled. Because of how late they cancelled I couldn't book any other bus. And don't even try talking to their customer support, talking to a wall feels a better option.",1,17,2023-12-16 22:11:44,"We would love to help you out with this, please share details at https://go.ibi.bo/uj7NzrmmBFb Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-17 16:30:43,17.3.1
Google Play,Goibibo,Amos James,Shittest app i have ever used. I used the feature - lock in an amount for a flight. But soon after the price for the flight increased i got a message that the flight seat is not available and initiated the refund 👎. I payed an amount in advance to reserve that seat not to sell it to someone. And the funny thing is that same flight is available at a price difference of 2000.,1,15,2023-12-12 00:07:31,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/9morOZmSuFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-13 18:45:21,17.3.1
Google Play,Goibibo,ADARSH THAPLIYAL,"the app is now worse than ever. it's been designed to keep making ridiculous amount of revenue. every discount promocode is essentially worthless when after applying everything, including the go cash, the use pays way more than what is advertised during booking. as soon as you go to payments. the price increased 1k for no reason at all! i tried multiple times and it just wouldn't go back to amount thats displayed as final. as soon as you go to a payment server, price skyrockets. why? algorithms",1,240,2023-11-20 20:33:33,"Hi Adarsh,

We would request you to please share details of your issue at your unique customer link https://applinks.makemytrip.com/lGQ2TunJVEb Our team will reach out to you within 48 hours with an appropriate resolution.

Thanks,
Deepak",2023-11-22 14:33:18,17.2.4
Google Play,Goibibo,Rateesh Udayar,"Absolutely horrible customer service even after being a premium member. They have promised something over email, they agree that it was an error but do nothing to fix it. They promise a callback & never call you back. They don't have a little bit of shame to send an update over email. I have used this app for years but now I will move my business to MakeMyTrip. I got a reply that I will receive an unique link to address my issue. I searched my inbox and spam/junk folder but no email. Horrible",1,65,2023-11-07 19:14:07,"For us to help, please share details at https://go.ibi.bo/vGg4wy08xEb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you in the next 48 hrs. with a rational conclusion

Thanks,
Deepak",2023-11-08 09:29:29,17.2.3
Google Play,Goibibo,Karubaki Pati,"I had cancelled a flight booking and initiated refund through the app, they paid me back only 1/4th of what the airline returned. When I complained about the same they assured me they'll look into it but closed the issue on their own without resolving. Now there's no way of contacting them also, they are not responding to mail. Their customer care number is a sham. I'm considering sending a legal notice if they don't respond soon.",1,53,2023-11-21 08:02:26,"For us to help, please share details at https://go.ibi.bo/YbJYe92OVEb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you in the next 48 hrs. with a rational conclusion

Thanks,
Deepak",2023-11-22 15:52:44,17.2.4
Google Play,Goibibo,Rahul Shrivas,"They book hotel without confirming with hotel management first. When I arrived at my booked hotel, property denied booking as there was no room available. Goibibo made me wait almost an hour before telling me that they could not find me any replacement nearby. My time wasted. My cab cost wasted that I booked from airport to that hotel. Worst experience.",1,28,2023-11-26 19:36:26,"For us to help, please share details at https://go.ibi.bo/aT1cs2IX3Eb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you in the next 48 hrs. with a rational conclusion

- Thanks,
Deepak",2023-11-27 13:34:56,17.2.4
Google Play,Goibibo,Subin N,"Start robbing team Goibibo. It has got dignity. I was booking a flight ticket, and I was on the payment page for a couple of minutes since my brother was getting me the credit card number, which there is an offer for flights. When I entered the details and tried moving to the next page, the fare was increased. Anyhow, I booked the ticket. After 5 minutes, when I checked the fare again, it was showing less. When I talk with customer service, they also can't do anything. Hopeless. Beware people.",1,78,2023-11-18 00:06:17,"For us to help, please share details at https://go.ibi.bo/vVVM7u4WVEb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you in the next 48 hrs. with a rational conclusion

Thanks,
Deepak",2023-11-22 17:44:58,17.2.4
Google Play,Goibibo,AYSWARIYA ANAND,"I booked a domestic flight, and due to some reason, I couldn't travel and read the cancelation policy before canceling.. it clearly mentioned that canceling between (2-24) hours, I will be getting 3300 per head for 3 members, but in total, I got only 191 rs each. It's so heartbreaking, not at all acceptable.",1,32,2023-10-27 18:13:01,"For us to help, please share details at https://applinks.makemytrip.com/rzi9lchYfEb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you in the next 48 hrs. with a rational conclusion

Thanks,
Deepak",2023-10-28 10:42:22,17.1.3
Google Play,Goibibo,Priyanshu Gupta,"Customer Support option is not available - ther is contact no. to call anyone/ no email id to report any issue/ no WhatsApp no./ no call center no. There is lack of support during your stay at the hotels. The only good thing is that they offer more discounts than other apps, but I guess the price you pay with lack of support is a greater issue.",2,136,2023-12-05 00:19:53,"For us to help, please share details at https://go.ibi.bo/Nsr2UbT2gFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you in the next 48 hrs. with a rational conclusion

Thanks,
Deepak",2023-12-05 10:46:05,17.2.4
Google Play,Goibibo,Sajju Sajid,Worst experience. No proper customer support. only chat bot with curated set of FAQ's. cannot connect with customer care executive. Very bad experience. I have booked a stay on goibibo directly as I have been using it since very long. But when compared other competitors are providing hotel at cheaper rates. Very disappointed 😔,1,117,2023-11-10 15:04:12,"For us to help, please share details at https://go.ibi.bo/JQK6tcMRBEb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you in the next 48 hrs. with a rational conclusion

Thanks,
Deepak",2023-11-10 15:18:44,17.2.4
Google Play,Goibibo,S.P Sharma,"The Application is use less! It only misleads the users ..! Recently in this very December month I booked a room in a hotel through this app ..stayed there with my family but the experience proved to be so terribly awkward one ! There was nothing as it was depicted on the app to be precise ! Later in the day when contacted the app representatives even they turned to be of no use ! Now I have complained to the higher authorities ! So don't rely on this ''GO ""!!",1,10,2023-12-15 16:50:02,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/Yz3DXXCoBFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-17 17:02:24,17.3.1
Google Play,Goibibo,varinder kaur,This app is really bad in case of refund. I made a booking from the app but have to cancel it for some reason. On the app it is showing that they have refunded my amount but in actual it is not. Now they are not providing any help to contact to them. Do not book from this site. Pathetic experience.,1,49,2023-10-29 16:44:35,"Hi Varinder,

We would request you to please share details of your issue at your unique customer link Our team will reach out to you within 48 hours with an appropriate resolution.

- Thanks,
Deepak",2023-10-29 16:54:55,17.1.3
Google Play,Goibibo,Sonu Agarwal,"Very bad, showing something in photo and after reaching hotel room was something else , only they need their promotion nothing else. When I had given my options they show .e standard room for three adult and one child where as the room is not comfortable for 2 adult also . I had paid early with no refund. No issue but I will never ever use this aap goibibo nor suggest anyone to use or book any thing from this aap",1,25,2023-10-21 22:50:37,"For us to help, please share details at https://applinks.makemytrip.com/mX5MEgyY5Db (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you in the next 48 hrs. with a rational conclusion

Thanks,
Deepak",2023-10-22 10:10:11,17.1.3
Google Play,Goibibo,Payal Yadav,"I booked cab with flight thru this app.It is extremely frustrating that this app is only sending reminder to update my pick drop details otherwise my pre-paid booking will be cancelled. But it's URL link is not taking me to the page where I can upload the details. When I go to see customer care support section, it again takes me to the booking of flight but no place to enter the details. They do not entertain queries on whatsapp and call. It's highly disappointing. Other apps are better.",1,22,2023-11-25 10:13:20,"For us to help, please share details at https://go.ibi.bo/PqtnacCq0Eb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you in the next 48 hrs. with a rational conclusion

Thanks,
Deepak",2023-11-25 10:28:48,17.2.4
Google Play,Goibibo,Balaji Vishwanath,"I was using Goibibo for past 3 years. Due to last minute plan change, cancelled a booking which I was not able to get the refund or explain to support team for refund. So understood that prefer to visit hotels directly jnstead of using online bookings. Thanks Deepak but the link you shared is not loading for me. Tried for more than 15 minutes.",1,4,2023-12-14 02:07:54,"We would love to help you out with this, please share details athttps://applinks.makemytrip.com/B1ncCsW9vFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-14 13:18:50,17.3.1
Google Play,Goibibo,Sneh Ag.,"They are trash company that does not allow deleting the account easily. Earlier they did not allow clicking on the 'send otp' button to get the deletion otp. Now they do send the OTP, but have made it that even if you enter the correct OTP it will say that the OTP entered it is incorrect and you cannot delete the account without it.",1,12,2023-11-26 13:52:27,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/E1RvVr7k2Eb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-11-26 14:07:06,17.2.4
Google Play,Goibibo,Rohit Sinha,The platform has no moral responsibility whatsoever towards the customer. I have had numerous bookings through the platform but not only they spoiled my honeymoon trip as they got away by saying that airline change is not possible which was cancelled due to cyclone in Chennai. Also I was not provided refund for hotel booking. Again the response was they are only booking platform and have no control whatsoever. I would suggest not to use the app if one want some responsibile platform.,1,9,2023-12-09 19:24:20,"We would love to help you out with this, please share details at https://go.ibi.bo/XZbqLoQQuFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-13 18:24:07,17.3.1
Google Play,Goibibo,Sravan Naik,"There is no customer support .Every time I click on the link that they send in whatsup , it is directing towards booking .If click on customer service nothing it's showing except my booked ticket and add booking .whom should i ask in customer service .I booked my train ticket through goconfirmed trip it's not showing that i booked through it .If my ticket not gets confirmed i need 2x return on my ticket.",1,0,2024-01-02 15:45:02,"We will look this up right away, do share the details here https://go.ibi.bo/mr189jAf3Fb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with an appropriate closure
- Thanks,
Deepak",2024-01-03 11:48:48,17.4.3
Google Play,Goibibo,Rajiv Kumar,Dont use the app . Your booking will be cancelled from hotel side because they don't pay amout to hotel person when you connect to customer care person they put into hold for more than 3 hour at last your trip become horrible trip. Still my refund is not funded in my account this is not app devloper issue. They are cheater and faurd people the even not pay money to hotel people.,1,1,2023-12-31 20:07:57,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/BvqwYNKCbGb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2024-01-08 12:57:00,17.4.3
Google Play,Goibibo,Sreehari,Booked a hotel in Havelock and I was denied check-in when I arrived. I paid full amount on Goibibo and hotel said they are fully booked. Goibibo didn't even give me a refund or any useful customer support. This happened because the room availability shown on the app was not updated. Most hotels were sold out on that day and I was stranded on the island without a room because of this nonsense. Miraculously I managed to find another hotel by going in person. 🤬😡👎,1,0,2023-12-30 09:15:48,"Hi

We would request you to please share details of your issue at your unique customer link https://go.ibi.bo/ttVMWXqdaGb Our team will reach out to you within 48 hours with an appropriate resolution.

- Thanks,
Deepak",2024-01-07 16:32:03,17.4.3
Google Play,Goibibo,Shivam Dhingra,"Deadly response by customer care. It's been 25 days and still counting, no resolution is done. I've had an offer of free booking voucher on my 6th booking if I book 5 GoStays property. And it seems that the customer care is intended to lag the solution. Although they don't bother how important the customer is. I have almost spent a lakh in using your services, but still no priority. Pathetic.",1,0,2024-01-03 00:54:05,"We will look this up right away, do share the details here applinks.makemytrip.com/bTcRm9ae3Fb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with an appropriate closure
- Thanks,
Deepak",2024-01-03 11:44:52,17.4.3
Google Play,Goibibo,Satyam Rathaur,"Giving 1 star because there's no option less then it, worst app I've ever used for online booking I cancelled a bus ticket and it is showing amount is refunded days before but I've got nothing yet There's no customer support, when I call on the contact number given in app for any help, there's only chatbot and no human is there for resolving query There's no option to talk with the customer support as there's no one in there team for the customers problem",1,1,2023-12-26 22:16:24,,,17.4.3
Google Play,Goibibo,Rohit Chaurasia,Horrible customer support. I did a Hotel booking 6 months in advance but the hotel was closed and shut down permanently when I reached the hotel on my booking date. GoIbibo didn't bother to inform me. I was told to make a new booking on the spot in a different hotel and GoIbibo will reimburse the booking amount but now they are refusing to reimburse.,1,1,2024-01-01 22:44:22,"We will look this up right away, do share the details here https://go.ibi.bo/YjKO5Buf3Fb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with an appropriate closure
- Thanks,
Deepak",2024-01-03 11:47:31,17.4.3
Google Play,Goibibo,Anup Bag,"I booked train for howrah to udaipur through goconfirm . They debit extra charges for that and prompt that if ticket is cancelled, the double amount will be credited to concerned person. Meanwhile my ticket was cancelled automatically. I got deducted 488 rupees when the ticket was cancelled automatically. I want to given you 0 rating.",1,0,2023-12-30 00:44:31,"We would love to help you out with this, please share details at https://go.ibi.bo/IDCUJuCAbGb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2024-01-08 12:24:02,17.4.3
Google Play,Goibibo,Mano,Worst app. Don't book hotels or cabs from this app. I have booked a hotel in this hotel that was already closed. But these guys did not informed us . After reaching hotel we get to know hotel closed . There is no support from goibibo and did not refund money as well. Worst app,1,0,2024-01-05 08:38:07,,,17.4.3
Google Play,Goibibo,SharathSubrhamanya M.K,Worst application. Doesn't care about the customer just charge the customer like that insurance and other stuff. doesn't take any care about customer once journey is completed. Once ticket is book is done ther work is done that's it why should they care about the customer status.If there is any worst rating section if it is ther I would have given maximum for that.Especially the app always show something went wrong. Something went wrong this kind of issue I was facing while submitting the issue,1,17,2023-12-23 14:40:39,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/BUHqFd02MFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-24 17:31:02,17.4.3
Google Play,Goibibo,Shaurya Kanoria,This is the worst app ever. Regret booking through it. The app says contact airline for changes to flight and when I contact the airline they say contact Goibibo. The app has no chat support and making any change to the booking is impossible. WORST APP EVER.,1,14,2023-12-23 18:37:45,"We would love to help you out with this, please share details at https://go.ibi.bo/N98pP8m2MFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-24 17:22:14,17.4.3
Google Play,Goibibo,Ahammed A S,"App doesn't work properly, even after selecting cities and clicking search, the app starts to buffer and it come backs to homepage, you need to develop the app in proper way. It should not keep buffering even if a billion people use the app in same time",4,12,2023-12-14 23:47:34,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/3OxMt9XmBFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-17 16:39:11,17.3.1
Google Play,Goibibo,basil k,"I booked two confirmed prepaid delux rooms of global village resort, but resort guys told there is an issue with the app. I lost my money, goibibo taken the request for refund but till now, I didn't received the money. They are cancelling my call when called in customer care. Had a very bad experience and lost my money of 13000",1,4,2023-12-25 09:54:40,"We will look this up right away, do share the details here https://go.ibi.bo/y7gLGZ8jQFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with an appropriate closure
- Thanks,
Deepak",2023-12-26 16:53:44,17.4.3
Google Play,Goibibo,Bighnaraj Pramanik,"Full of bugs and technical issues, kindly do not install this app. This will change dates automatically and reschedule dates which you have not selected. They have lots of bugs in their platform and not recemmeneded to use at all.",1,7,2023-12-01 17:57:59,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/IQIBcbF9bFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-02 12:02:50,17.2.4
Google Play,Goibibo,Truth Beyond Hype,"I've been using the Goibibo app for a while now, and it has truly simplified my travel planning. The user-friendly interface makes booking flights, hotels, and buses a breeze. The app's exclusive deals and discounts have saved me money on multiple occasions. One of the standout features is the real-time updates on flight status and seamless itinerary management. I appreciate the convenience and reliability that Goibibo provides, making it my go-to travel companion.",5,62,2023-10-22 10:23:22,"We are so happy to live up to your expectations. Keep booking and safe travels!

Thanks,
Deepak",2023-10-22 10:46:37,17.1.3
Google Play,Goibibo,Santosh Korade,"I had a very bad and frustrating experience while using this app to book a hotel. During check-in, I waited for 3 hours, and then the hotel owner arranged for me to stay in a bungalow. However, the AC in the bungalow didn't work, there was no drinking water, and no service staff available. .",1,9,2023-12-02 15:40:31,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/IjaVDrSqcFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-02 16:03:43,17.2.4
Google Play,Goibibo,Khushi Chaudhary,Flight prices keeps fluctuating very frequently. We start booking with some fare and when you are about to pay the fare increases drastically!!!!!! Service is good but disappointed due to fare change.,1,10,2023-11-29 14:48:45,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/icMV4Jcp7Eb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-11-29 15:22:18,17.2.4
Google Play,Goibibo,Kusum Lokesh,The hotel and star ratings are a complete mismatch. They ask for full payment and zero refund policy. I lost 12000 and check into a terrible property listed by GOIBIBO. They don't even have a customer service Email ID !,1,0,2023-12-25 15:47:40,"We will look this up right away, do share the details here https://go.ibi.bo/K0igvNCjQFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with an appropriate closure
- Thanks,
Deepak",2023-12-26 16:48:09,17.3.1
Google Play,Goibibo,Narasimha Rao Besthamalla,There is no way to reach customer care or email id to narrrate and raise a complaint. While adding more guests the app charged extra money but booking got totally cancelled. Please provide some help.,1,1,2023-12-31 09:27:15,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/n4oRs7aCYFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-31 16:48:06,17.4.3
Google Play,Goibibo,A Google user,"Very poor service partner specially in buses, And Ibibo service not taking any prompt issue of the customer, after one or two they are responding. Very poor I don't recommend to any of the solo traveller to use this application.",1,5,2023-12-26 15:43:04,"We will look this up right away, do share the details here https://applinks.makemytrip.com/QAslJ2ViQFb (Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with an appropriate closure
- Thanks,
Deepak",2023-12-26 16:36:51,17.3.1
Google Play,Goibibo,Navin Dayama,"Scammer company. I booked cab and due to delay in flight, I cancelled the cab before 3 hours from departure. As per cancellation policy i should get refund of 50% of booking amount but they took whole amount. I tried to connect with customer care but they automatically disconnected because of no refund amount. Also they provide fake link in reply",1,1,2023-12-13 23:36:18,"We would love to help you out with this, please share details at https://applinks.makemytrip.com/qDLSLSLdwFb(Do note that to access this link, you will have to check for a mail from noreply@google.com on your registered e-mail ID on playstore). We will reach out to you within 48 hrs. with a logical conclusion
- Thanks,
Deepak",2023-12-14 14:12:29,17.3.1
