source,Appliction,user_name,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion
Google Play,Booking.com,Randy Rackov,"App makes defective reservations at the price of 2 people and submits a reservation for one person to the hotel when booking multiple rooms. Client must then pay extra at the hotel. Also prevents screen shots to show the defect to customer support. Customer support is absolutely useless as they rely on the defective data from the app, take over 24 hours to chat. Why not call you ask? It is way to expensive when outside your home country. UPDATE: customer support still useless.",1,91,2023-12-26 16:35:21,"Hi Randy, we are sorry to hear that your experience was not satisfactory. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to look into this. Kindly find our contact details by clicking on the Customer Service help option in the Profile menu of our app.",2023-12-25 00:31:56,42.6
Google Play,Booking.com,Arthur Mitchell,"Hard to believe this is an editors choice app. Terrible app and customer service. If something goes wrong, you will get zero help. They just will send you the same message over and over and then do nothing. Special offer codes never work. Rates fluctuate while you booking. Fees and misc. charges are not fully disclosed or mentioned until check out when the price suddenly goes up . Cancellation policies are inconsistent.",1,124,2023-12-22 19:28:19,"Hi Arthur, we are sorry to hear that your experience was not satisfactory. We are always here to help and our Customer Service team is available 24/7. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2023-11-27 23:04:01,41.9
Google Play,Booking.com,Jeff Schmo,"This is purely about app functionality (not a service/price complaint). Customer service chat never works. Modifying a booking and checking are not sending me to the correct site. Makes it needlessly difficult to cancel, modify, or do anything outside of reserving and purchasing (it does that just fine). I uninstalled/reinstalled it, cleared cache, etc. Same issues.",1,88,2023-12-09 01:38:29,"Hi Jeff, we are sorry to hear that your experience was not satisfactory. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app.",2023-12-09 02:04:07,42.0
Google Play,Booking.com,Trenton McKendrick,"Overbooked, and horrible call center experience. The app said everything was confirmed and fine. When I got to my reservation they said they didn't have a room available even though I booked weeks in advance. It took more than two hour on the phone and I still don't have a resolution or a place to stay. Update they ended up not helping me find a place to stay and just hung up on me.",1,213,2023-10-17 13:35:49,"Hello Trenton. Have you tried contacting us? Our Customer Service team is available 24/7 to help you. For urgent situations, we’d recommend giving us a call, so we can look into it with you right away. Kindly find our contact details by clicking on ‘Customer Service help’ option in the menu of our app.",2023-10-17 18:43:59,40.7
Google Play,Booking.com,Jassen Manolov,"The application and the entire service is so well built to book... until you have an issue with the property. Then virtually no support is available. If you find how to contact them (not an easy task in the app), the hotline makes promises which doesn't keep and all they offer you is to book another property. You pay the cost twice and they never answer your requests for money back. Overall - if it works, it works. If not - you are on your own. The worse - you cannot rate places which failed you",1,122,2023-12-12 11:24:00,"Hi Jassen, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2023-12-12 21:22:19,42.4.1
Google Play,Booking.com,Carlos D (Hush),"Worst experience dealing with this company. I would not recommend it to anyone who cares about completely losing a saved international flight credit through an airline. This company, despite what the airline says and confirms, does not care about taking away a customer's rightful flight credit. The way they get away with this, at least in my case, is by using their contracted third-party customer service (Flight Team) that will not resolve anything after more than 5 attempts throughout 12 months",1,243,2023-12-28 00:44:27,We are sorry to hear that. In such a case we advise you to immediately contact our Flight Team via this link https://flights-support.booking.com/. We will be ready to check your order details and assist you with your requests.,2023-12-22 19:10:33,42.6
Google Play,Booking.com,Peter H,My experience with the app and subsequently with the company has been terrible. The app picked flights with a self transfer through an international Airport and presented the option as viable. Making the connection was impossible and made me buy a second ticket to get to my destination.,1,50,2023-12-20 19:58:42,We are sorry to hear that. In such a case we advise you to immediately contact our Flight Team via this link https://flights-support.booking.com/. We will be ready to check your order details and assist you with your requests.,2023-12-22 19:08:18,42.6
Google Play,Booking.com,SinCos Tan,"Deleting this app for good. Advise for user, don't bother using this app for booking as the customer service is unreachable. The worst part is even you booked and paid in advance, still end up being told no rooms available, jeopardising all your holiday arrangements, flights, entrance ticket, travel plans. Just don't, unless you'd like to get your holiday plan ruined.",1,6,2024-01-02 09:41:43,,,42.6
Google Play,Booking.com,MF Cleveland,"Well, have to put stay dates in multiple times in each session. Hard to get disputes with hotels settled. Easy to cancel. Some accommodations not what pictured. One place Did have in door pool, Empty! Does knock some prices down. Like it better than some of the other travel apps.",3,9,2023-12-29 14:24:55,,,42.6
Google Play,Booking.com,Pamela Gallahar,"The only thing is like to see changed on the app is when you set up a search and look into more details on a property you're interested then back up, it takes you back to the beginning of your search instead of the property you just viewed. That makes it frustrating to have to scroll through all the properties you've already looked at.",4,87,2023-12-18 05:53:08,"Hi Pamela and thank you for getting in touch about that. Our Team is aware of the situation, and we are currently working on it. We kindly ask you to wait for the next updates of our app to download them. If you need further help, our Customer Service Team is available 24/7, get in touch with us, and we'll be happy to assist you.",2023-12-18 21:25:14,42.4.1
Google Play,Booking.com,Sara Parker,"Edi: I have contacted you several times!! Contact me if want to fix it & I'll edit my review, but you wont! DONT USE THIS APP I used several times. EVERY time we ran into issues with cars we rented not being avail & had to go directly to enterprise to get a car literally last minute. Same with the houses we have rented. The place usually always made it right. But the last time we used this app, the place was a dump & not clean. We tried to just get our cleaning fee back & they flat out refused.",1,106,2023-10-19 09:07:03,"Hello Sara, we are sorry to hear about your experience.
We would to encourage you to contact our car rental support team to see if anything can be done.
You can reach our 24/7 support team via our app menu: Car Rental > Contact us, from here, as we here reply to app reviews.",2023-10-19 17:24:54,40.7
Google Play,Booking.com,sajeev pp,"I had a disappointing experience with this booking app. After booking confirmation and full payment in advance, upon arrival, I was informed that no rooms were available. What added to the frustration was the hotel's strict 'no refund' policy, leaving me without accommodation and out of pocket at midnight. To make matters worse, this booking app had no customer service available to assist in resolving the issue promptly. Finally OLA rooms customer service helped me to resolve the issue.",1,10,2023-12-24 09:54:24,"Hi sajeev , we are sorry to hear that your experience was not satisfactory. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to look into this. Kindly find our contact details by clicking on the Customer Service help option in the Profile menu of our app.",2023-12-25 00:55:08,42.6
Google Play,Booking.com,David Amar,"Terrible customer service, leaving this platform for good. Got to a booked and confirmed hotel but the hotel did not have the reservation. Customer service was slow to answer and unhelpful, ending up cancelling my reservation without my approval after spending close to an hour on the line. They offered an embarrassing compensation for their incompetence, covering less that 25 percent of the cost of a single night after failing to provide an alternative accommodation of the same quality.",1,6,2023-12-25 10:29:06,"Hi David, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2023-12-25 21:30:55,42.6
Google Play,Booking.com,Kamil Panejko,"I've been a loyal user for years, been collecting Genius stamps and levels convinced I'm being rewarded by the best possible offers for my loyalty. What I realized last couple of days is that my GF, who's barely even using the app, is getting better deals for car rentals and mobile only hotels than me. It can't be even explained by the Algo trying to grab a new user, as she's been one for a while. It's just Booking showing me the middle finger for being loyal as they take me for granted. Enough.",1,6,2023-12-30 00:36:20,"We're sorry to hear that your experience was not satisfactory. We're here to replying to the app reviews and not to requests related to reservations. In order to have assistance, we advise you to reach out to our customer service, available 24/7, to find a suitable solution.",2024-01-01 20:48:40,42.6
Google Play,Booking.com,Leandro Soares,"Nice booking experience, but I sometimes find it difficult to deduct bonuses from booking at the moment of paying.. it should be easier and precise when it comes to discount the bonuses at the moment of paying the accomodation, besides that all amazing.",3,0,2024-01-04 16:04:05,"Hello Leandro, to get more information about specific deals and Genius, Booking.com Loyalty Program, we advise you to contact our Customer Service team, available 24/7, and we'll be happy to assist you. You can reach out to us via our app menu : ""Help and Support"" > ""Contact Customer Service"".",2024-01-05 01:25:07,42.6
Google Play,Booking.com,Deepankar Ghosh,Fake hotels and resort also the customer service is pathetic and worst. I had booked a hotel and on reaching the destination property owner told me they are not allowing any booking from last two months and their hotel is closed. When I had word with customer services i had to repeat my things several times and the suggestion they provided me I worst then ever. Trust on Make my Trip but not in booking. Worst part is after letting them know I'm in unknown places they are just taking time and time,1,4,2023-12-27 01:53:40,"Hi Deepankar, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2023-12-27 22:10:21,42.6
Google Play,Booking.com,lee Sunny,Not good for disabled travelers. I am currently in a wheel chair and have sent messages to confirm that if I book is there a disabled room available. Booking is saying yes and when I turn up I can't get one ! Very annoying that they will not forward messages before you book. So now I do not use this app to book ! Shame really used it for years. As to your reply . I have already contacted and there is no answer to this !,1,63,2023-12-20 23:27:21,"Hi lee, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2023-12-20 00:30:31,42.6
Google Play,Booking.com,GAUTAM SINGH CHOUHAN,"I booked the hotel using the app and when I reached the hotel the hotel was nothing the way it looked in the photograph. And that's not even the worst part, I reached my hotel in the middle of the noght with my family and the manager said I don't have a booking even after paying advance money. When I tried there customer care no body responded, even after trying multiple time. Worst services ever. Would recommend everybody to not use this as a reliable app for booking",1,95,2023-12-16 00:57:17,"Hi GAUTAM, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2023-12-22 19:36:20,42.4.1
Google Play,Booking.com,Geetika Hasija,"My experience is not good. policies shown at the app and policies of the hotel were different. App showed that it's pay at the property but when I booked I received message from hotel to pay 20% in advance otherwise they will not reserve the room. Also, it was mentioned that late check out is possible. but as soon as I reached there hotel mentioned that late check out will be charged at 200 rs an hour. Even though I stayed in the room still it showed my booking cancelled.",1,12,2024-01-02 13:57:12,"Hi Geetika, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2024-01-03 00:14:30,42.6
Google Play,Booking.com,Raghed Salim,"We went to a ridiculous place in Germany through Booking, found it very dirty and uncomfortable, so we didn't stay there for a minute and immediately searched for another. Requested a refund, and got no response from the owner, and neither from Booking. After being a customer for a few years, I am no longer using this platform.",1,0,2024-01-03 13:46:29,,,42.6
Google Play,Booking.com,Timo,"Some feedback: I booked flights to and from vacation destination. Booked several accomodations during the past 2 weeks. Now booking suggests a ""genius"" reward of a reduced price taxi ride. The idiocy is that it's FROM the airport TO my next hotel. When I'm so clearly still IN THE COUNTRY as per my last bookings. Not so genius, guys 😂",4,56,2023-12-28 20:14:56,"Thank you for getting in touch, Timo. Our Customer Service team is available 24/7 to help you and we support your language. For urgent situations, we recommend giving us a call, and we'll be ready to assist you right away. Kindly find our contact details by clicking on the ‘Customer Service help’ option from the menu of our app.",2023-12-28 20:43:59,42.6
Google Play,Booking.com,Yahya Ghanim,"I rented a car for my family when they traveled to Abu Dhabi. As the booking was with free cancelation, I managed to cancel it. I received 3 deductions of the car rental amount in my bank statement with only one refund. I tried speaking with booking team 4 times. Initially they would tell me that they did not send a deduction request and then disconnect without completing the conversation. I still have 2 deductions on my credit card without a booking",1,39,2023-12-29 01:06:21,"We're sorry to hear that your experience was not satisfactory. We're here to replying to the app reviews and not to requests related to reservations. In order to have assistance, we advise you to reach out to our customer service, available 24/7, to find a suitable solution.",2024-01-01 20:52:20,42.6
Google Play,Booking.com,Sachin Pagey,Doesn't show the actual price...so many add ons when u actually pay...besides properties listed at higher price than one can get on other platforms or by directly contacting the property...the invoice generation process is slow too...I am moving on to others..definitely never going to plan travel using this,1,7,2023-12-21 16:02:34,"Hello Sachin. You can find prices and extra charges detailed before confirming your booking and on the confirmation email. If you need assistance, please contact our Customer Service team is available 24/7: we'll be happy to check your reservation details. App menu: ""Help and Support"" > ""Contact Customer Service"".",2023-12-21 19:03:09,42.4.1
Google Play,Booking.com,Monica Mosquea,This app is super helpful I have been using it for years. They enable you to plan the perfect getaway. From the plane tickets to the hotel to the attractions. Is all in one app. To make it a sweeter deal their members programs gives you nice free upgrades from rooms or breakfast. I love Booking.,5,10,2023-12-17 21:07:28,"Thank you for your words and review, Monica. Our mission is to make it easier for everyone to experience the world, and your message tells us we’re on the right path.",2023-12-17 21:53:04,42.4.1
Google Play,Booking.com,Federico Melchert,Easy to handle in different modes including by pinpointing properties in the map which I find very handy when in a region or zone I'm not familiar with. I have found that quoted prices are most of the time better then in other apps when it comes to selecting properties.,5,5,2023-12-23 09:02:16,"Thank you, Federico. We are very happy to know that you like our app. Our mission is to make it easier for everyone to experience the world, and your message tells us we’re on the right path. Please let us know how we can earn your 5-star rating.",2023-12-23 19:22:21,42.6
Google Play,Booking.com,Honey Grace Labalan,Got scammed by this app! I booked a staycation and payed for it thru my visa card. When we got to the location they're asking for a unit number and floor but the property owner and the contact number that was provided in this app was cannot be reach. It was a bogus and the unit doesn't exist. So yeah this app is a scam!,1,3,2024-01-01 07:22:16,"Hi Honey, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2024-01-01 20:15:05,42.6
Google Play,Booking.com,Agustin Brownman,"Very easy to use app, but Let's wait after arrival before writing a review. Booking taxis isn't a good idea AT ALL. The cancelation policy isn't fair, in my opinion. If unexpected variables come into play that make one miss the taxi from the airport, one will get charged regardless. Because a cancelation call must be made 24 hours before the scheduled service in order to get a refund? Nah... that's draconian/absurdity. Who the hell know about flight delays 24 hours before departure? NOBODY",3,75,2023-12-17 10:25:58,"Thank you for your words and review, Agustin. Our mission is to make it easier for everyone to experience the world, and your message tells us we’re on the right path.",2023-11-14 20:32:07,42.4.1
Google Play,Booking.com,Deepak Parwani,"I wish there was a zero star but unfortunately there isn't. I had a terrible and frustrating experience with their email support. Those are all bots behaving like humans. Never trust them. They would ask you same questions again and again over email with slight change in language and different agent names. Their tariffs are not to be trusted. I noticed that immediately after I booked a property, they lowered the price of the same property by about 20-25%.",1,0,2023-12-30 15:00:11,"Hi Deepak, we are sorry to hear that your experience was not satisfactory. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app.",2023-12-30 20:14:38,42.6
Google Play,Booking.com,Louis Domiano,"Literally the worst experience I ever had traveling. Booked a room for $178 for 2 nights. Whe I got there, the hotel made me go to the ATM to pay cash and then upped the price on me and kept charging my card more and more thru the app. I've now paid almost $190 and they are threatening to throw me out calling me names and cursing at me. What a fiasco. Stay far away",1,0,2024-01-03 22:55:10,,,42.6
Google Play,Booking.com,Godje Hamadi,"The app is easy to use and has a friendly UI. It is very helpful to get hotels for free concelation booking. Although, the app could be perfect getting free concelation flights reservation booking, too.",4,1,2024-01-02 01:32:30,"Hello, could you please give us more details? We appreciate all feedback, as this helps us improve our product. You can send it via our app menu : ""Help and Support"" > ""Give app feedback"".",2024-01-08 01:04:06,42.6
Google Play,Booking.com,Kayla Bartley,"Tried to make a reservation, but had to cancel due to difficulties at the property. Yet, the app won't let me cancel, claiming there's technical difficulties. If I don't cancel within an hour and a half, I'll be charged the full price of the room anyway and not be able to use it.",1,4,2023-12-25 06:00:03,"Thank you for letting us know about that, Kayla. In these cases we advise you to contact our Customer Service Team available 24/7 via our app menu ""Help and Support"" > ""Contact Customer Service"" and we'll be ready to look into that for you and contact the hotel to request an exception to their cancellation costs.",2023-12-25 21:57:05,42.6
Google Play,Booking.com,ahmed ali,"I tried to book 2 rooms at a hotel, and after payment was completed, An instant message appeared that booking was not confirmed although money was deducted from my balance, and re funding will be done within 24 hours, for more than 10 days now, i did not get my money back although talking to customer service daily and they are asking same questions daily. Also you are wasting my time az i need to book at the same hotel again but waiting to know the fate of the prvious booking and refunding.",1,3,2023-12-27 15:17:26,"Hi ahmed, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2023-12-27 20:30:48,42.6
Google Play,Booking.com,Globalist Photography,"It is a usefull app, which I will use. The annoying part is: they only have French phone service for Belgium. When you are from Belgium and you call to the English phone service, they even don't bother to help. Customers should be equallyy treated = point f improvement. For the rest, I give 5☆",5,0,2023-12-31 07:37:33,"Hello Globalist Photography, could you please give us more details? We appreciate all feedback, as this helps us improve our product. You can send it via our app menu : ""Help and Support"" > ""Give app feedback"".",2024-01-01 00:51:26,42.6
Google Play,Booking.com,rama kodidela,"Very worst experience. I have done reservation 2 weeks before. Paid half of amount for confirmation. After going there, there is no hotel at all in that location. No response from owner. Phone switch off. Customer service is horrible. Called many times , funny they also calling same number of the property owner and telling me owner number is switched off. How irresponsible they are not maintaining alternate contacts of owner. Lost my money. Don't go by brand name thy won't take any responsibly",1,2,2023-12-27 12:52:00,"Hi rama, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2023-12-28 01:24:44,42.6
Google Play,Booking.com,Issa B,"Had an issue with my reservation, owner of the property lied about the state of the apartment.(very dirty,insects,etc) I called booking customers support to ask for a refund but after calling/email them they said : ""We cannot help you since the property doesn't want to refund you."" Why would I even use your services anymore if you cannot provide to your customers a litte bit of support ? I did call/mail customer support on the app but no support was provided at all by booking, it's a shame !",1,5,2023-12-22 19:57:08,"Hi, we are sorry to hear that your experience was not satisfactory. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app.",2023-12-22 19:04:20,42.6
Google Play,Booking.com,David Hume,"App gets worse with every update. If you file a complaint, request for refund, any kind of text interaction with customer service the messages will disappear then you will be unable to find them anywhere within the app. You can never follow up on the status of any kind of problem. However you will be regularly reminded every week of new so-called deals. You can set your location and currency but every search in a new country will display the local currency even though you are logged in.",1,22,2023-12-13 10:56:12,"We are sorry to hear that your experience with the app was not satisfactory, David. Get in touch with us and our Customer Service Team, available 24/7, will be happy to assist you. You'll find our Customer Support team contact details via our app menu Profile > Help and Support > Contact Customer Service.
",2022-11-28 16:13:23,42.4.1
Google Play,Booking.com,L,"There is a bug in the search, when setting the price range the properties will reappear with a fake new price which is wrong when selecting the room. Example, room is 1232 pesos, set range to max 800, same room appears as 283, select it, check the rooms and it goes back to 1232 pesos. Happens with various properties.",1,1,2023-12-30 11:40:48,"We're sorry to hear that your experience was not satisfactory. We're here to replying to the app reviews and not to requests related to reservations. In order to have assistance, we advise you to reach out to our customer service, available 24/7, to find a suitable solution.",2024-01-01 20:45:27,42.6
Google Play,Booking.com,Max Lewen,01-01-24. Updated. Please check because a lot of properties are not longer existing and they still take your money. I pay for an hotel on advance and they were closed for long time. I was needed to pay double for other hotel and stay around with bags etc. Why they keep it? Why they take your money? Why they not help you? They also promess me a refund and credit that never happens. STAY AWAY OF BOOKING.,1,32,2024-01-02 17:03:54,"Hi Max Lewen. Our team takes into great consideration all customers feedback and consistently works to update our product based on that. If you need us, you can always contact our 24/7 Customer Service by clicking on the ‘Customer Service help’ option in the Profile menu of our app.

",2023-07-29 19:01:20,42.6
Google Play,Booking.com,Edward Bowora,"They acknowledged the validity of my refund request due to triple charging, but declined to issue the refund as they insisted on the amount being reflected in Euros on my bank statement. Their request was unreasonable because my South African-based bank account displays amounts in Rands, while the hotel, situated in Spain, charged me in Euros. They would not accept doing an exchange rate conversion to verify the facts. I lost EUR400.",1,0,2024-01-06 05:04:11,,,42.6
Google Play,Booking.com,Ivan Pockachalov,"hi, I am happy with the main service of booking app: rent of accommodation. But I totally felt to be scummed on car rental through booking. Thus, I **do not recommend** to use the car rental service on bBooking, or **you will merely be scummed on money and time** and will receive from booking support: ""**as we weren’t involved, we’re legally not able to dispute it, or refund what you paid them.**""(c) tld;dr: 2 hours, 5 support chats with redirects (+ 2 hours), several responses like I was wrong",1,0,2024-01-05 17:27:15,"We're sorry to hear that your experience was not satisfactory. We're here to replying to the app reviews and not to requests related to reservations. In order to have assistance, we advise you to reach out to our customer service, available 24/7, to find a suitable solution.",2024-01-05 20:21:20,42.6
Google Play,Booking.com,Subhendu Garai,"They showed another hotel while booking, but after booking it was far far away from actual place. Wrong location shows. Horrible experience this time. Previously it was good, but this time the app misled , misguided and thus cheated. At the moment I'm staying far far away from the desired place. Waste of money.",1,17,2023-12-29 08:51:58,"Hi Subhendu, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2023-12-29 21:26:35,42.6
Google Play,Booking.com,Azian Zainudin,"I use this apps to make booking every week. It was fine until latest update. Whenever I scroll, it jumps back to the 1st property listed. Search results shown a lot of property options but I can scroll so many as it always jumps back to the 1st listed. Key word I usually used to search the property also seems doesn't work anymore as it keeps loading neverending. Please get these fixed",1,253,2023-10-30 20:17:20,"Hi Azian, We are sorry to hear that. Our Team is aware of the situation, and we are currently working on it. We kindly ask you to wait for the next updates of our app to download them. Meanwhile, we advise you to use our website and all your data will be automatically synchronized.",2023-10-31 19:57:23,41.1
Google Play,Booking.com,Filip Wolak,"I have searched a property using my web browser and saved it to my favorites for easy access. Then, used the app to book it as I was on the go. The price on the app was 150% more than on the web even tho I was logged into same account. Returned home to the browser and the price was still lower. Even after another new search. I will be deleting the app, obviously.",1,28,2024-01-01 07:58:16,"Hi Filip, we are sorry to hear that. We are always here to help and our Customer Service team is available 24/7. Please get in touch with us and we will be happy to assist you. Kindly find our contact details by clicking on the ‘Customer Service help’ option in the menu of our app, we'll be glad to look into this for you.",2024-01-01 20:14:35,41.9
