source,Appliction,user_name,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion
Google Play,com.yatra.base,Mohua Dey,"I never had such bad experience with any other agency. It's more than 2 months now, my flight cancellation refund is pending. They don't have any proper customer support. They don't respond to your email. I did a mistake by choosing yatra to save some hundred. I would suggest everyone before you choose this app for any of your booking, read the reviews and decide. Don't go by the app rating in app store. They are not trust worthy.",1,44,2021-04-14 16:35:19,"Dear Mr. Dey, Sorry for the inconvenience caused. Could you please share the details of the issue you are facing along with your Yatra booking reference number, contact number and registered email ID with us at playstore@yatra.com to enable us to assist you. Thanks!
",2021-04-17 17:40:25,
Google Play,com.yatra.base,Padmanaba Raja,"Used to be a good app. Not anymore. Promocodes don't work properly on mobile app. Works on the web. No rating option to the bus. Also no destination point selection in most of the buses. Be careful when you book tickets, ticket price may be less. But without the destination point you might have to get down in wrong destination as per the driver's wish. Also the contact numbers provided here are wrong in most of the buses from bangalore to chennai routes",1,9,2023-02-17 01:46:29,"Dear Padmanaba, Sorry for the inconvenience caused to you. Please help us to connect with you quickly by sharing the concern in brief and your contact details with us against the below shared URL. Please be assured we will look into this on priority. Thanks.
https://www.yatra.com/online/playstore-support?key=a45e9620-292a-4145-8aa1-098b67e5e20f",2023-02-17 09:31:27,14.20.0
Google Play,com.yatra.base,Anshu Ojha,Don't try to book any flight ticket from Yatra. I had very bad experiance for the same about 5 months. They don't have even any flight booking helpline number where you can claim the refund or call in case of some difficulty. Only they have email communication where they respond atleast 10 days of time. Worst experiance ever. Removing this app after getting my refund amount.,1,5,2020-09-22 08:47:18,"Dear Customer, We regret the inconvenience caused to you. Please help us to connect with you quickly by sharing the booking reference number and your contact details with us at playstore@yatra.com. We solicit your patience and understanding. Thanks!",2020-09-22 12:57:55,13.0.87
Google Play,com.yatra.base,Mokshada Sharma,Disgusting Service. I booked my ticket and they don't know that the flight is rescheduled. They won't even refund you. I am opening saying that I may put a case on them for treating the customers this way. I am student and this is highly inappropriate because I need to reach on time on the desired location. Not at all trustworthy. Better to book from other apps.,1,39,2020-12-12 16:03:01,,,13.1.27
Google Play,com.yatra.base,Urstruly Eswar,Is there any customer care support to handle the issues ? There is no valid contact number to reach out to. Only mail support and even that is not getting the responses shortly. Better to close the App instead of this irresponsible service. I tried to book a bus ticket 2 days before and the amount got deducted multiple times through different payment methods but the ticket booking got failed. Kindly look into this issue as soon as possible.,1,12,2020-09-22 10:11:00,"Dear Customer, We regret the inconvenience caused to you. Please help us to connect with you quickly by sharing the Super PNR number and your contact details with us at playstore@yatra.com. We solicit your patience and understanding. Thanks!",2020-09-22 13:00:58,13.1.19
Google Play,com.yatra.base,Anirudh Singh,"Yatra service has stooped down to even Lower Standards. I got the travel insurance through them while getting the ticket, which assures less cancellation charges among other benefits. Due to unforeseen circumstances I had to cancel my ticket and the refund Im getting is pathetic, its even lower then before I paid for travel insurance. And obvious you CANNOT reach them and if u do, by luck, there response is useless and it will leave you Frustrated. I'm uninstalling this app and there service",1,4,2020-10-04 19:12:22,,,13.1.22
Google Play,com.yatra.base,Suresh Narayanan,"This app is not at all trustworthy. I booked jeevan beach resort Kovalam. But the app not provided hotel location or phone number. They don't have call centre assistance for poor hotel passengers like us. We have wasted almost one hour in locating the resort. Our car also came across an accident in between. The resort didn't have a working phone number updated in Google. When we reached somehow, there was no one in the resort receiption. I repeat, do not trust yathra.",1,12,2022-03-12 12:39:37,"Sorry for the inconvenience caused to you. Please help us to connect with you quickly by sharing the concern in brief and your booking details with us against the below shared URL. Please be assured we will look into this on priority. Thanks.
https://www.yatra.com/online/playstore-support?key=0e3e23ab-5331-436b-9fb5-d971f57fcdbb",2022-03-12 12:48:19,13.1.49
Google Play,com.yatra.base,Akshita Jaiswal,DON'T MAKE THE MISTAKE OF USING YATRA. Horrible app. It's been more than a month and I still haven't received my refund. They send emails saying that they have refunded the amount but don't provide a bank transaction number. Extremely bad service. They definitely come across as a fraud company which tries to buy time when it comes to issuing refunds. I would rather use MakeMyTrip - it's much better in terms of service and ease of use.,1,14,2022-08-13 12:36:21,"Dear Akshita, Sorry for the inconvenience caused to you. Please help us to connect with you quickly by sharing the concern in brief and your booking details with us against the below shared URL. Please be assured we will look into this on priority. Thanks.
yatra.com/online/playstore-support?key=4b4d85d4-4445-4f46-88e9-90ad662f6ca2",2022-08-13 13:06:47,14.2.0
Google Play,com.yatra.base,A Google user,"Wrost experience with this app. Neither support team will respond to our mails nor we cannot call to the customer care directly. I have 2 gift vouchers worth 5000 each, when I tried to apply it for the first booking(worth 1000)am able to do the payment and book, but when I try to book any other flights or buses with the voucher (Remaining 4000) system is throwing error stating, if there is a chance I would rate it as zero.",1,45,2020-03-03 10:44:10,"Hi Divya, Kindly refer the T&Cs of the offer, please feel free to connect with us at coepromoteam@yatra.com. We will be please to help. Regards, Yatra Care",2020-03-04 11:39:11,13.0.97
Google Play,com.yatra.base,Debanik Majumder,"There is no way to contact them. When you call on the number provided on the website, the call automatically disconnects in after a minute and you hear only the automated audio. The chat option in the app just goes blank after the first input itself. While booking a flight from Kolkata to Agartala the amount was deducted but the ticket was not booked. I tried to call , I mailed them , but no response. My money is not yet refunded",1,3,2022-06-29 12:27:30,"Dear Debanik, Regret the inconvenience caused. We request you to kindly share the email address used for the transaction and amount charged with us against the below shared URL. We assure you of a quick connect and a resolution. Thanks.
https://www.yatra.com/online/playstore-support?key=f90eecb2-1094-4ccc-8966-b7ca95257642",2022-06-29 12:41:15,
Google Play,com.yatra.base,Shubham Kumar Gupta,"The app needs a serious help. I can list down countless issues while using Yatra app. Some of them are listed below: 1) When opened, the app crashes. 2) When opened, there is a blank screen. 3) During booking tickets, the click doesn't work and obviously one cannot move forward. 4) Sometimes the search doesn't work. And so on.",2,69,2022-11-22 11:13:26,"Dear Shubham. Regret the inconvenience caused, Please share the error screenshot or a screen capture video against the below shared URL for us to check and assist you better. Thanks

https://www.yatra.com/online/playstore-support?key=1a084832-76aa-4c6d-8f1f-6293bf7697f7",2022-11-22 11:42:48,14.6.0
Google Play,com.yatra.base,Anish Raj,The worst Application Ever! 5 times I tried booking a flight. My trasaction got cancelled. When I enquired about refund they refunded my amount in the Wallet and not in my account. I tried calling them but there was no contact for flights. I mailed them But there was no reply. Just a refrence number was generated! This is infuriating. Do not trust this app. Now they are going to come up with some excuse in the comments to save their impression. Just dont trust them,1,40,2022-01-10 13:15:00,"Dear Anish, Please help us to connect with you quickly by sharing the concern in brief and your booking details with us against the below shared URL. Please be assured we will look into this on priority. Thanks.
https://www.yatra.com/online/playstore-support?key=72be7055-9656-453a-aab7-96f190db59a1",2022-01-10 13:41:19,13.1.47
Google Play,com.yatra.base,A Google user,"Very bab application, it will default shows the date when you searched last time, before booking you should carefully double check the date or else you will loose money, also rescheduling with infant option shows always error, none of the contact numbers will not working to contact them, only email support is the option, if you are in trouble no one help you as well, overall very bad experience",1,1,2019-08-21 22:11:58,"Hi,
Please help us understand the the issue you are facing in depth. Please share the detailed issue by writing to Playstore@yatra.com. We'll ensure to look into it with utmost priority.
Thanks!",2019-08-26 14:49:27,13.0.57
Google Play,com.yatra.base,Ajay Singh,"Utter Frauds. They show very low price at start, then say that price only for select banks, then hike the price with gst convenience, almost double the original price shown. Then if you use promo, they fail the payment and ask you to pay more without promo. Zero transparency!",1,1,2023-12-09 09:24:03,"Dear Ajay, We regret the inconvenience caused to you. We request you to kindly elaborate your concern and share your contact details with us against the below shared URL. We assure you of a quick connect and resolution. Thanks https://www.yatra.com/online/playstore-support?key=c92efb08-5ab8-4c58-b0c3-f95071cb1d90",2023-12-09 10:30:09,14.39.0
Google Play,com.yatra.base,Vikas Jha,They are charging convenience fee at time of booking and again at time of cancellation. Airline refunded 4673/- for a cancelled ticket and Yatra is keeping ~ 1000/- more. Even though they charged 8044/- they are saying the cost is 7618/-. Tok many maths issue. This is the way to make money.,1,1,2023-12-24 11:46:55,"Hi, We regret the inconvenience caused to you. Please help us to connect with you quickly by updating the booking and concern details against the below shared URL. We solicit your patience and understanding. Thanks.

https://www.yatra.com/online/playstore-support?key=40089ef0-5ee8-4d1b-9f2b-d44c01be4a4c",2023-12-24 11:55:31,14.39.0
Google Play,com.yatra.base,rohith raju,The worst customer service and platform to book a bus ticket...i booked my bus ticket and they deducted the payment i didn't get the ticket or any confirmation or mail and they took the money and its been 1 month still i didn't receive my refund also. They keep on telling in mail wait 4 days again and again. Better book in any other platform otherwise you will loose your money and time.,1,1,2023-12-31 09:13:14,"Hi, Regret the inconvenience caused. We request you to kindly share the email address used for the transaction and amount charged with us against the below shared URL. We assure you of a quick connect and a resolution. Thanks

https://www.yatra.com/online/playstore-support?key=89d7abf6-130a-40b7-8620-16d5eb43711f",2023-12-31 09:48:57,14.39.0
Google Play,com.yatra.base,Bacil George,Don't get carried away with the app discounts and download this app it's pointless. Instead book your tickets directly from their website. They will charge you extra convenience (hidden) fees if you book through the app. Check the fares for the same flight on their app and website if you don't believe this.,1,1,2023-12-31 17:17:53,"Hi, We regret the inconvenience caused to you. Please help us to connect with you quickly by updating the booking and concern details against the below shared URL. We solicit your patience and understanding. Thanks.

https://www.yatra.com/online/playstore-support?key=3705e11a-e01a-4cb4-bed0-013368b3effd",2023-12-31 17:27:43,14.39.0
Google Play,com.yatra.base,Divya Gandhi,"I had a horrible experience with this company. I have booked a hotel in Chandigarh from the app. During the time of booking, the said hotel has accepted the booking request. And after a week later I am getting mails from yatra noting that the hotel has cancelled the booking. Nothing regarding this is mentioned on the app, and it's still showing my booking active there. I have received no calls notifying the same. And when I am trying to reach out to customer care, there is no response.",1,1,2023-12-12 13:50:26,"Dear Divya, Sorry for the inconvenience caused. Could you please share the details of the issue you are facing along with your Yatra booking reference number, contact number and registered email ID against the below shared URL to enable us to assist you. Thanks
https://www.yatra.com/online/playstore-support?key=93f905a5-7eac-4f5d-b730-a368de418797",2023-12-12 13:57:45,14.39.0
Google Play,com.yatra.base,Nishit Patel,I booked a hotel last night - it was paid fully and confirmed by Yatra. This morning I called the hotel to enquire about something and it turns out they have no such booking on record and they do not list themselves on Yatra. There's no clear way to reach customer support on Yatra - an automated dumb chat bot that can list bookings but fails to get info of the booking. No way to connect a human. Looks like disputing the credit card charge with the bank is the only way to deal with issues here.,1,2,2023-12-03 15:22:04,"Dear Nishit, We regret the inconvenience caused to you. Please help us to connect with you quickly by updating the booking and concern details against the below-shared URL. We solicit your patience and understanding. Thanks.

https://www.yatra.com/online/playstore-support?key=291fb8dc-f2c3-4d1a-b98c-47d6987b4516",2023-12-03 15:35:11,14.39.0
Google Play,com.yatra.base,ALOK KUMAR,Worst experince while booking ticket. Payment processed but ticket unconfirmed. Couldn't find any customer care number/Executive where we can get the status. Appears as if being handled by fraudsters. There is no way we can connect to customer care executive. So many mails and feedbacks also are not attracting any attention. Pathetic experince. Will never use it again. Simply the worst,1,2,2023-12-02 23:14:58,"Dear Alok,  Sorry for the inconvenience caused. Could you please share the details of the issue you are facing along with your Yatra booking reference number, contact number and registered email ID against the below shared URL to enable us to assist you. Thanks
https://www.yatra.com/online/playstore-support?key=9cf0b0dc-c5ed-4036-8124-bae7045a791c",2023-12-02 23:18:43,14.39.0
Google Play,com.yatra.base,pavel v,Fraud and shady company. Booked the flight tickets with cancellation protection and after a couple of days they are refusing to acknowledge that and refund is couple of hundred. Lost thousands. Not booking anything from this shady company ever again. Totally wrong. Not able to log in with email and confirmation code. No response from customer support.,1,0,2023-11-28 14:44:16,"Hi, We regret the inconvenience caused to you. Please help us to connect with you quickly by updating the booking and concern details against the below shared URL. We solicit your patience and understanding. Thanks.

https://www.yatra.com/online/playstore-support?key=6f545675-9b15-4185-bc33-2db96ffdd77b",2023-11-28 14:58:00,14.39.0
Google Play,com.yatra.base,Prince sharma,"Booked bus tickets and when I reach pickup point they said it is cancelled, before that I have also contacted the bus operator and he also mentioned to come at pickup point around 10:30pm and after reaching there they said it's cancelled and after showing the operator name to other operator they said it is fake there is no such operator working here. And address is also fake.",1,3,2023-12-02 13:56:20,"Dear Prince, Sorry for the inconvenience caused to you. Please help us to connect with you quickly by sharing the concern in brief and your booking details with us against the below shared URL. Please be assured we will look into this on priority. Thanks
https://www.yatra.com/online/playstore-support?key=6db66706-c348-4c87-9154-3c1eea8accd3",2023-12-02 14:02:25,14.39.0
Google Play,com.yatra.base,Sanjeev Baishya,"Worst app. Since yesterday trying to cancel my flight booking but whenever I try to open the cancellation window it comes up, ""getting your booking details"", but it never opens. Irritating app, horrible service",1,2,2023-12-12 07:51:54,"Dear Sanjeev, Regret the inconvenience caused, Please share the error screenshot along with the requested details against the below shared URL for us to check and assist you better. Thanks

https://www.yatra.com/online/playstore-support?key=89582540-53e3-485a-b2d6-595845ebe18a",2023-12-12 08:45:48,14.39.0
Google Play,com.yatra.base,Ashwani Mandal,Worst experience tried yatra app for the first time and it was pathetic after booking the ticket didn't got any confirmation and after sometime got the update that ticket was not booked and the amount which was paid through gift voucher was also not refunded. Will never use this app and recommend others also to do not use this app.,1,1,2023-12-22 18:12:36,"Dear Ashwani, Regret the inconvenience caused. We request you to kindly share the email address used for the transaction and amount charged with us against the below shared URL. We assure you of a quick connect and a resolution. Thanks.

https://www.yatra.com/online/playstore-support?key=5a1577fd-4531-40a2-8f3c-a6c16d04e246",2023-12-22 19:02:06,14.39.0
Google Play,com.yatra.base,Shreya manwar,Thank you so much yatra for such an amazing facility you provided. It was our 1st tour and we are very glad that we went through you. The staff was very polite to us and always there for us they solved each and every query of our which we have people who our planning to go you can go bg yatra it is the safest and reasonable to you all star from my side ✨️,5,0,2024-01-03 11:42:38,Your partnership with us is highly esteemed. We genuinely appreciate the privilege of serving you.,2024-01-03 11:49:09,14.41.0
Google Play,com.yatra.base,Yash,"Dear Users, Can some one help me reaching the cyber crime desk. This app is a big scam. On a emergency I booked a cab and paid rs 700 from Phonepe for a outstation cab. It is three days I have not received any cab not my money is returned. I didn't get call by either yatra or cab driver There is no reflection of booking in app. No tracking. No support no to reach the customer care. I have screen shots of transaction and ref. No. looks like it is a scam. BIG CHEATING.",1,12,2023-11-27 20:09:34,"Dear Yash, Regret the inconvenience caused. We request you to kindly share the email address used for the transaction and amount charged with us against the below-shared URL. We assure you of a quick connect and a resolution. Thanks.

https://www.yatra.com/online/playstore-support?key=91b4b883-d346-44d3-9d2a-43c1fda667e6",2023-11-27 20:18:58,14.39.0
Google Play,com.yatra.base,Sidharth S,Worst app ever. I booked bus twice in this app and first time I time booked after the payment it takes so much time to get a confirmation mail. And the next time I booked I didn't get any confirmation mail. And I didn't get any refund or clarification from consumer service. Never use this app.,1,1,2023-12-23 14:05:58,"Dear Sidharth, Sorry for the inconvenience caused. Could you please share the details of the issue you are facing along with your Yatra booking reference number and contact details against the below shared URL to enable us to assist you. Thanks
https://www.yatra.com/online/playstore-support?key=530fa0f9-9bff-4a01-9443-94134adce95d",2023-12-23 14:14:37,14.39.0
Google Play,com.yatra.base,Indrakala Singh,"worst experience from the customer service team of yatra. Wanted to reschedule a flight but they were not able reschedule a flight. And they just waste time on the call, will put you on hold for like 10-15 mins. I wasted money and time , just trying to save a few hundred. never book from yatra.",1,1,2023-12-23 19:33:57,"Dear Indrakala, We regret the inconvenience caused to you. Please help us to connect with you quickly by updating the booking and concern details against the below shared URL. We solicit your patience and understanding. Thanks
https://www.yatra.com/online/playstore-support?key=0dc84eb4-bade-4ac6-b770-aa9e5928044b",2023-12-23 19:41:17,14.39.0
Google Play,com.yatra.base,Murgesh,"Very poor customer service, will never book bus or train from this app, even though the bus operator doesn't turn up at pickup point, we need to pay.. no apology And the customer service is of no use, as no one responds in time, no one to call...just email... Yatra expected better response from your team..",1,1,2023-12-25 07:46:28,"Hi, We are sad to know that your experience with us was not good, Please help us to connect with you quickly by sharing the concern in brief and your booking details with us against the below shared URL. Please be assured we will look into this on priority.

https://www.yatra.com/online/playstore-support?key=c072dcf7-7302-45b9-9192-19ad600309fe",2023-12-25 09:42:22,14.39.0
Google Play,com.yatra.base,Arun s,They really provide pathetic service. I booked to and fro flight booking worth 18K and it is not even showing after giving confirmation email. They don't have a dedicated toll free number available and the chat bot really sucks.,1,1,2023-11-27 23:45:27,"Dear Arun, Regret the inconvenience caused. We request you to kindly share the email address used for the transaction and amount charged with us against the below shared URL. We assure you of a quick connect and a resolution. Thanks.

https://www.yatra.com/online/playstore-support?key=70dfa058-7a51-4081-a94a-bc91e631712b",2023-11-28 00:09:56,14.39.0
Google Play,com.yatra.base,Sreekanth Sagar,"Dear Users, Can some one help me reaching the cyber crime desk. This app is a big scam. On a emergency I booked a cab and paid rs 1756 twise from Phonepe and Gpay for a outstation cab. It is three days I have not received any cab not my money is returned. There is no reflection of booking in app. No tracking. No support no to reach the customer care. I only have transaction report and confirmation screen shot for one of the booking. looks like it is a scam. BIG CHEATING.",1,5,2023-11-24 14:48:04,"Dear Sreekanth, Regret the inconvenience caused. We request you to kindly share the email address used for the transaction and amount charged with us against the below shared URL. We assure you of a quick connect and a resolution. Thanks.

https://www.yatra.com/online/playstore-support?key=ba9d952c-4176-49f4-b2cf-3d048f7bccfe",2023-11-24 16:22:43,14.39.0
Google Play,com.yatra.base,Shahid Hannure,"Yatra scams people. I booked my domestic flight with yatra. And at the time of booking it shows partial amount will refund on cancellation of tickets and when I tried to cancel the ticket. It showing 0 Rupees will refund. As yatra providing the service, yatra team has to be aware this airline does not allow anyone ammount to be refund after cancellation the ticket. But it still shows Partial amount will refund incase of cancellation. Poor customer service don't go for it",1,1,2023-12-14 16:25:33,"Dear Shahid, Sorry for the inconvenience caused. Could you please share the details of the issue you are facing along with your Yatra reference number, contact number and registered email ID against the below shared URL to enable us to assist you. Thanks
https://www.yatra.com/online/playstore-support?key=8348632d-f130-4c31-8d94-e7b72d17120d",2023-12-14 17:15:37,14.39.0
Google Play,com.yatra.base,Prashant Pohare,Traveled from Pune to Akola by bus operator Gagan travels . Horrible life-threatening experience by using duplicate turbo parts that could have blast but our luck saved. I have written so many email to same email address. Please check How This bus agency make our life he'll. It's word experience. We are clue less how to travel back from. Where there dropped us . No transportation provided No guidance No alternative arrangements We have traveled through sharing auto. No refund from yatra. Email s,1,4,2023-11-18 12:06:38,"Dear Prashant, Sorry for the inconvenience caused. Could you please share the details of the issue you are facing along with your Yatra reference number, contact number and registered email ID against the below shared URL to enable us to assist you. Thanks https://www.yatra.com/online/playstore-support?key=2474c47e-b0ff-4214-80dd-2248c7c77a20",2023-11-18 12:15:52,14.39.0
Google Play,com.yatra.base,Manash Chakraborty,Very bad user experience! Telling this after being an user for more than 5 years. Every time I open the app I have re-login. App is not able to retain the session! UX is pathetic. Accessibility is bad. IMO the 3 years old app used to be way better in terms of UX.,2,1,2023-12-04 14:30:48,"Hi, We regret the inconvenience caused to you. Please help us to connect with you quickly by updating the booking and concern details against the below shared URL. We solicit your patience and understanding. Thanks.

https://www.yatra.com/online/playstore-support?key=90116e95-de1f-440f-9659-69dd96a415b2",2023-12-04 14:46:30,14.39.0
Google Play,com.yatra.base,Sagar Singhal,Very bad experience I tried to book one hotel for Dubai. The Booking failed due to Yatra system failure. And charged me twice but not delivered me even single booking. Then hotel charged me directly twice. Now Yatra has no booking but Hotel is saying they have 2 bookings by yatra. Yatra customer care is not supportive at all.,1,2,2023-11-25 11:26:40,"Dear Sagar, Sorry for the inconvenience caused. Could you please share the details of the issue you are facing along with your Yatra booking reference number, contact number and registered email ID against the below shared URL to enable us to assist you. Thanks
https://www.yatra.com/online/playstore-support?key=cdb925ae-2d4e-46ac-a484-82cc92035314",2023-11-25 11:34:36,14.39.0
Google Play,com.yatra.base,Atul Goyal,"Pathetic applicationn. While searching for a hotel it will show you a lot of options and when you click on that, there is an error message saying its sold out. This is the worst travel application",1,8,2023-11-23 18:45:08,"Dear Atul, Regret the inconvenience caused, Please share the error screenshot along with the requested details against the below-shared URL for us to check and assist you better. Thanks

https://www.yatra.com/online/playstore-support?key=ad5d33ed-c9fa-4c4f-bcab-b99973cc0210",2023-11-23 18:51:22,14.39.0
