review_description,polarity,Sentiment
excellent easy thats since,0.7166666666666667,Positive
poor worst service flight return back money bloody theft,-0.55,Negative
support unfair say full refund response mail care center nut shall cant reach,-0.08333333333333333,Negative
worst platform plan trip worst interface consumer worst trust improve service hope shortly also respond care,-0.75,Negative
many offer bank get back dont get dont get offer pay card,0.25,Positive
theres provision contact service await refund status dont know check wait much time,0.2,Positive
full refund option flight ticket total ticket cost cancellation days prior journey date get refund remain amount claim insurance receive insurance total refund term full refund appropriate pathetic receive refund even week cancellation,0.028571428571428564,Positive
try register didnt work continuously,0.0,Positive
cant connect care regard cancellation didnt reply till days many time cant see well login cant sign,0.5,Positive
always see good good,0.7,Positive
experience best,1.0,Positive
bad care loss non availability timely information,-0.6999999999999998,Negative
worst never experience type service contact poor ready take responsibility please dont,-0.39999999999999997,Negative
care number work call service number show invalid write complaint mail still response,-0.3,Negative
worst experience ever dont contact point address hard reach people like one path money take money one hear bad application,-0.6638888888888889,Negative
super fast hassle free multiple multiple payment good,0.2722222222222222,Positive
great easy navigation much,0.4777777777777778,Positive
work allow sign extremely,-0.125,Negative
good friendly flight,0.5375,Positive
make bus payment successful didnt receive money consumer case people,0.75,Positive
pathetic experience unable unable gift voucher,-0.6666666666666666,Negative
time supportive thank team,0.5,Positive
pathetic service refund process cancellation refund team responsive figure refund transaction get dont fall trap see many face similar refund pretty sure whatever money come refund,0.05,Positive
flight suboptimal experience manage able even locate ticket bot absolutely unhelpful force exit way talk anyone bad option,3.700743415417188e-17,Positive
prefer flight ticket bus days flight convenience double comparatively domestic per person see ticket site convenience charge,0.0,Positive
could present bad,-0.3499999999999999,Negative
worst experience dont allow flight first attempt allow flight increase search multiple time unfair,-0.3125,Negative
always make flight experience always excellent case need help support system,1.0,Positive
sad ticket twice ticket confirm unable kindly look ticket emergency bad amount receive ticket confirm completely fraud,-0.19999999999999998,Negative
support number available receive give change another confirm today reference number also wrong clarification try connect support team next impossible raise query support portal dear team read review request resolve,-0.19166666666666665,Negative
able view account unable fetch profile data please try sometime try multiple time,0.0,Positive
version still able profile get profile bad care number also gateway slow,-0.16666666666666663,Negative
never bus receive number driver number driver bus update go contact section select ticket say wrong help even didnt refund money suggest never bus,-0.5,Negative
worst application flight flight application update one still receive update wait response,-1.0,Negative
unfortunately negative rat available otherwise doesnt deserve even star unable make since days message technical issue,-0.09999999999999999,Negative
easy always benefit receive prime apart convenience fee bad experience,-0.13333333333333325,Negative
worst primary focus cheat contact number urgent mail support happily days without resolution shame,0.0666666666666667,Positive
every time payment always try almost days still update dont know problem,0.0,Positive
dont line international flight reschedule ever want reschedule flight due ask wait call back might take might never get one incase flight next practically,-0.03125,Negative
refund amount mislead mention cancellation do days travel date charge convince fee top around per person,0.5,Positive
fraud flight cancellation protection policy case want cancel flight get full refund day cancel flight refund also respond totally fraud dont believe,0.175,Positive
convenient experience good convenience refund even flight operator full refund give operator,0.5249999999999999,Positive
dont ticket multiple time payment get every time way speak care exist,0.0,Positive
easy convenient travel,0.43333333333333335,Positive
international flight baggage detail name display incorrect care get help even respond properly bad experience think big amount support pathetic try solve baggage flight,-0.42499999999999993,Negative
poor service refund didnt come today show journey complete didnt travel ticket journey didnt get money back,-0.10000000000000002,Negative
first rail transaction payment success still understand technical time reason star option contact service directly web page get contact service really convenient,0.17,Positive
best low fair easy,0.5333333333333333,Positive
first lower call ask money rate low worst ever dont,-0.25,Negative
refund procedure complicate high link work enter multiple time even though right,0.14857142857142858,Positive
awesome show price,1.0,Positive
make today send say available alternative option star,0.4,Positive
might plan buy prime membership please dont buy look read realize much restriction wont pick call normally call without membership able apart restrict payment method convenience fee every suggest buy hassle,0.2833333333333333,Positive
recent experience really sad bad free cancellation policy scam trap link liberty general insurance way connect liberty scam organize loot right nose avoid free cancellation since suck happiness away give pain trauma feel bang head wall,0.07946428571428575,Positive
terrible support flight one month back refund today instead come bank impossible reach dont number stupid around wast whole lot time simple refund,-0.3777777777777777,Negative
best get student discount fare card discount transaction much reasonable,0.6,Positive
complete cheat take money cab didnt cab give update regard also dont proper service mode communication mail dont response quick enough put condition cancel trip cancel cost money also back amount give cab please dont choose costly one,0.08666666666666667,Positive
support bad wont even reply bad experience code apply didnt reflect invoice make multiple follow get resolve unfortunately flight schedule refund days already still havent receive refund also support reply get refund flight friend,-0.4749999999999999,Negative
bad less doesnt update refund status cancel dont provide phone number case issue respond even social media days still partial refund round trip even refund would give could bunch,-0.22666666666666663,Negative
try past three days however enter credit card information proceed make payment encounter error message currently technical please try issue disappoint,-0.125,Negative
worst team refund cancel ticket amount never return complete amount delay harass,-0.45,Negative
service lot agency however case worst instead platform bus ticket driver last moment however trip refund try call care none support twice yet response extremely pathetic service,-0.6666666666666666,Negative
upon find close reference make even though amount face lot inconvenience situation medical emergency plus post service quite disappoint hope exception service,0.0,Positive
reason cancel accord policy receive amount back days money transfer try connect contact service available assistant well well worst experience ever,-0.19999999999999998,Negative
worst experience dont deserve star one bus journey today able ticket access journey even able cancel whenever try trouble page error rais concern support phone number available raise chat bot experience pathetic good,-0.0142857142857143,Negative
worst application would suggest dont care number relate support like dont bother check bus ticket month ago bus operator care refund chat operator one respond,-1.0,Negative
find later away way arrival tell never make receive mail doesnt even option call care simply mark complete way contact support mail finally get refund horrible experience forever,-0.18,Negative
fraud flight cancellation protection fee cancel flight refund amount total amount instead already pay extra fee cancellation protection policy case cancel ticket get full refund cant tell look concern call dont pickup call please dont trust totally fraud cheat,0.0875,Positive
ticket reschedule date try within full amount get refund ticket rate try contact care theres valid number response directly zero since within close stupid,-0.11666666666666665,Negative
worst see yet able flight ticket whenever process payment time always show technical issue stop permanently cant give service totally waste time bad experience,-0.27999999999999997,Negative
fraud always lesser price magically try even hold session still wont let pay flight wast time money edit review add support whatsoever seat payment get page magically seat,0.3333333333333333,Positive
dont support number mail support provide person send mail read mail send answer give favor bad support write reply send link resolution also invalid poor service,-0.5499999999999999,Negative
worst ever flight flight cannot reach support get refund give stupid explanation send try come god many time also flight however say refund amount ever still refund worst,-0.575,Negative
travel business never flight ticket dont fall trap,0.0,Positive
zero cancellation dubious zero cancellation upon cancellation eligible claim liberty cancellation point way much better,0.5,Positive
fraud charge convenience fee flight thats honestly really felt convenient travel per plan appear interview really double fee waste fraud send template thats reason discount time ready,0.05,Positive
dont think point view doesnt provide support number except auto reply computer money many dont care face lot worst experience till one plus point get air never find helpful suggest good air rest worst,-0.2,Negative
worst service none reachable try connect morn reply also super slow do platform show current status even refund section money go absolutely ridiculous payment mode say amount transfer account extremely poor service stick,-0.2833333333333334,Negative
easy competitive price,0.43333333333333335,Positive
turn unusable unable see edit profile unable fetch profile data unable view stick load screen cant even chat care log option log either see non existent,-0.5,Negative
worst ever flight money send contact give refund say refund days never receive money still take money easily without even flight ask refund keep please worst experience ever,-0.5222222222222223,Negative
dont bus try contact bus operator day journey operator say bus didnt get confirmation even day journey dint get bus stop operator also didnt respond journey response even send dont might end nowhere,0.0,Positive
worst experience apply gift voucher remain balance amount reflect account even though try another apply support support team tell look matter give different contact number invalid available mail worst ever ever better alternative option available,-0.11666666666666668,Negative
try reschedule flight select since dont care try reach via mail response slow think flight take even respond pathetic service support complaint number difference,-0.5333333333333333,Negative
worst hopeless fraud company wish option rate zero star reach bad condition try call care guess one call send reply sorry cannot best always take care guest immediately give refund rather suffer,-0.29999999999999993,Negative
slow respond time additionally search holiday really horrify highly somehow reach page page turn white blank time requirement pop also irresponsive problem web version team work uninstalled due issue,-0.010833333333333339,Negative
horrible service week since issue payment deduction ticket amount ticket try contact mail face disappoint care support try contact resolve issue phone call ask issue say need time investigate issue disappoint service,-1.0,Negative
disappoint flight departure cancel due personal reason try cancel say contact departure jet say need ticket cancel ticket ticket try search service find one send mail priority never far good service provider market hope wont affect one thank,0.13124999999999998,Positive
worst cab airport return abroad advance also however update driver system support check trip journey never face issue big mistake low category service provider,-0.3333333333333333,Negative
bad say least select holiday package choose city departure show flight different city even check long time load pull list base current location,-0.3083333333333333,Negative
worst ever do ticket amount get account another transaction urgent time listen do two attach two do mute respond since last dissatisfy response,-0.5,Negative
continuously try contact last havent receive response side flight need reach destination urgently reschedule time date worst service one provide dont think right way pursue business cant commit flight portal doesnt,-0.2380952380952381,Negative
never flight doesnt option senior citizen discount even flight offer care team tell simply dont policy offer discount senior get discount directly flight,0.05,Positive
poor decision big regret interface support bad round trip flight upon check section record find reference number get help cant get struggle wont recommend anyone dont trust,-0.32499999999999996,Negative
horrible horrible service first option call flight chat want leave early possible car whether issue better service first last,-0.11249999999999999,Negative
chat functionality less ever option chat screen click call unreachable even call register number call unregistered number see completely uninterested functional care facility,-0.033333333333333326,Negative
great check various payment since check mix match find best suit find try get pay spend time try find hide find page change right,0.5214285714285715,Positive
dont care number talk one reschedule flight keep tell call people tell speak service money go better get directly third party less,0.11111111111111112,Positive
worst worst service ever get gift voucher apply remain amount amount get bank unconfirmed due payment issue mean payment issue get support system half show invalid one number write even writ multiple time response support system worst ever,-0.5148809523809523,Negative
one worst travel indigo flight due unavoidable cancel flight prior journey date get refund ticket price cheap send show rubbish say cancelation refund top dont receive,-0.045,Negative
open application get error connection regardless whether mobile data search flight may able search flight get list likely wont able ticket get error unable reach part around care,0.1,Positive
bad experience regard refund process apply insurance along ticket even journey refund due amount write end beware wont give unless ask worth hassle purchase better look,-0.006249999999999978,Negative
yet another aggregator bad design cant get account creation process right better stay away horribly design,-0.22857142857142854,Negative
pathetic dont proper support chat system suggest care number service way reach way would suggest one transaction do way track refund cancellation cancellation do last last week information would get refund amount doesnt reflect information multiple help,-0.2,Negative
ticket fast tend back check right,0.1619047619047619,Positive
ticket payment make ticket come money lose refund,0.0,Positive
bad experience please think time pay amount reason want cancel dont support care take connect unprofessional talk nicely till luck support help please dont fraud,-0.04999999999999993,Negative
give payment page try complete offer issue try later refresh try give message offer already cannot offer would recommend anyone,0.05,Positive
worst service ever experience false bus route also executive doesnt understand issue phone available reach do upon bus get know bus show terrible experience worst service false data also worst show application,-0.6285714285714287,Negative
way contact whatsoever call number provide call automatically minute hear audio chat option go blank first input train ticket get mail get full refund still receive refund,0.19999999999999998,Positive
room go know break call need send mail might might call get call min support pathetic say least stay different auspicious day fully send separate confirm stay day ahead,-0.43333333333333335,Negative
super bad experience ever round trip advance amount twice confirmation decline well response mail care number work well money stick complain,-0.18888888888888886,Negative
horrible try update profile however accept try update picture passenger every time update information profile successfully new doesnt reflect feel like waste work half,-0.3075757575757576,Negative
choose location come back page option page need back home page choose get option lot redirection either work sake work,0.0,Positive
worst travel mislead non existent list spite pay full amount front available around zero support nobody available talk chat less unresponsive please terrible,-0.16944444444444443,Negative
fake flight best value additional price also add cancellation protection even want cancel reschedule maximum cancellation way contact sorry update,0.0,Positive
completely ambiguous flight come notice free care say pay flight moreover indigo multiple per add ons feature worst application much,-0.06,Negative
money two far account via confirmation ticket try refund option talk human transaction badly design doesnt let ask refund without confirmation people simply steal money option get refund without confirmation,-0.14999999999999997,Negative
worst service voucher also high,-0.42,Negative
every new search algorithm price even theres minute delay good luck money reply error algorithm every two,0.41818181818181815,Positive
dumb doesnt proper rat available rat review every make keep visible everyone see,0.00833333333333334,Positive
look refund flight theres way reach care poor experience,-0.4,Negative
make flight amount account confirm yet mean charge money even confirm leave await confirmation money top even show even possible service one worst ever experience,-0.203125,Negative
worst experience worst support dont support number yes support name sake write didnt get response call back refund do back really unprofessional acceptable,-0.36,Negative
get hook apart interface garbage support long work good go wrong need help quit support information less support never support even pathetic receive till tate platform ever,-0.20333333333333337,Negative
web team doubt good option provide android check select bus drop point search find web look leave hand side option like drop bird friendly test thank later,0.35833333333333334,Positive
worst thrice thrice payment successful option get amount refund also time available account never ever,0.05000000000000001,Positive
good provide good good worst part support receive refund yet since last point contact ask never get satisfactory response think never service worst support,0.016666666666666607,Positive
cannot stand say dont want ruin travel agency make could stand basic state send later arent stand say technical never already destination ill manage talk person side,-0.125,Negative
always cheat child always get pay extra child reach couple time way attract show low wrong stay away carefully,-0.15,Negative
worst support ever try make able make payment try find care number cant find care number even call get problem sort response gift coupon otherwise would uninstalled,-0.25,Negative
extremely bad service international twice past time make pay extra payment say flight since fare give information payment yesterday decide hold fare feature suppose make payment however go make payment hold simply finally ticket forever lose travel minimum per thank miserable experience,-0.32499999999999996,Negative
slow come see horrible experience considerably faster new also time last step price change,-0.2127272727272727,Negative
poor service try contact care cancellation flight response end never suggest anyone dont legit support system bot help hardly reply mail,-0.3458333333333333,Negative
bad select flight payment confirmation indigo flight experience stupid,-0.7499999999999999,Negative
dont install room show amount check people say link need pay full amount,0.35,Positive
easy process great price,0.6166666666666667,Positive
worst ever open whats point even cant space work fix,-0.5,Negative
,0.0,Positive
star honestly speak support worst way contact query except response side payment didnt receive confirmation even relate show bad bad,-0.44999999999999996,Negative
international flight unable locate flight horrible,-0.5,Negative
flight new amount error kindly resolve,0.36818181818181817,Positive
dont charge much cost take money ticket cost seriously cheat save money last waste lot money please dont please request dont ticket,-0.08333333333333333,Negative
provide really bad service never service bad talk politely till package do risk package flight mostly flight get reply fault flight responsible invalid link share,-0.17499999999999993,Negative
