review_description,polarity,Sentiment
bad experience ever dont train money get due technical issue suppose get refund still havent dont know contact service regard raise havent receive update toll free response invalid support tab work dont know deal,-0.10624999999999996,Negative
experience good however recent show extra cab write negative review moreover usually ditch last moment alternate way make confirm didnt cab even pickup time amount advance way call send link open cancellation option,0.018749999999999996,Positive
bad experience ever dont today money wallet amount refund cancellation confirmation reception tell vacant room please contact care care take around still resolve problem stand besides road family,-0.6999999999999998,Negative
fraud message pure fraud message follow resolution issue reply issue tell one follow talk fraud fake information care reply get trap payment way contact,-0.14285714285714285,Negative
tremendous lag time happen couple time land land page bus train section data display select option bus theres significant lag happen completely would close try reopen,0.26944444444444443,Positive
pathetic simply pathetic lose money unsuccessful train ticket theres proper channel connect get voice close solve dont get platform without address hear please store,-0.6666666666666666,Negative
lot good way multiple show list property list resort nowhere close resort basic provide like era dip trip even satisfactory,0.2333333333333333,Positive
make trip bad experience solan actually make trip proper scrutiny tie make trip enjoy commission quality check care support give make trip fake huge worthy,-0.00952380952380949,Negative
recommend everyone many work properly search try apply coupon get confirm automatically without confirmation without click payment button money get automatically card raise concern care team one answer sir confirm cannot help dont care,0.25,Positive
never opt additional insurance like trip assure able get try trip assure extra even multiple even able tell cover trip assure extra dont even know best directly,0.3,Positive
bad experience cab driver rude ask tip return journey one way raise voice ask another route didnt find section could post trip also contact care say available really dishearten experience wont cab,-0.09999999999999994,Negative
worst care flight ticket money get ticket get due technical issue suppose get refund still havent dont know contact service regard raise ticket havent update toll free response invalid support tab work dont know deal,-0.18125,Negative
poor service money get didnt happen wait refund since month new service person call information dont give solution promise follow get back fail never,-0.19090909090909092,Negative
worst experience flight show money wallet open wallet balance show zero zero support option reach support many total fraud company,-0.125,Negative
worst experience train theres show money wallet open wallet balance show zero zero support option reach support many total fraud,-0.125,Negative
zero support first international trip last moment fraud credit make payment didnt pick call different country different country big scam dont platform,0.041666666666666664,Positive
bus ticket last month bus didnt pick track didnt work time trip service bus operator response register complaint response lose ticket money option talk service agent edit receive reply give complaint link link doesnt option previous always worst experience ever,-0.35333333333333333,Negative
side good experience bad check property list fully days date property say available marriage ceremony peak season dont please travel fulfill purpose,0.1333333333333334,Positive
poor team group fraud team line communication get back funny part never keep money dont even want return amount try connect many time partial refund beat around bush risk make sure travel else keep money never future,0.10714285714285714,Positive
writ express dissatisfaction cancellation refund process recent flight despite opt free cancellation refund lack proper service chat support add frustration dont proper service proper support address chat service investigate pathetic service,-0.09999999999999999,Negative
star option trip cancel trip due heavy flood though refund emergency refund lose nearly support helpful fraudulent service,-0.075,Negative
try contact service twice regard extra trip time tell ill provide resolution within days since one try contact service third time caller doesnt even connect operator pathetic service worst support ever company,-0.5,Negative
though several frequent traveler never felt take care even though receive refund yet pay property come across situation room service saw later cancel also beg escalate issue yet receive,0.03333333333333333,Positive
one best holiday service considerably last year also really good great experience well keep good work,0.64,Positive
bad experience make trip trip guarantee amount applicable route limit time period even route ticket price less guarantee amount voucher also make trip ask pay amount allow pay fully amount voucher receive proper care support facility make allow connect care executive,-0.2888888888888888,Negative
please dont make domestic flight reservation due application appear account unfortunately cant cancel reschedule medical consequently directly refund challenge cant raise ticket care doesnt show account additionally care follow,-0.10500000000000001,Negative
international flight ticket make trip flight return flight air line better alternative per since ticket third party site air line directly cannot give service multiple time response please stay away site directly original service,0.1625,Positive
recently meet scam show list location contact lot night complaint action take yet week amount yet mistake trust make trip never expect experience repute company,-0.06666666666666667,Negative
give zero star fraud cab order reach location driver saw clearly location ask extra charge charge say cancel right go call also tell reason one give bad say please dont fraud,-0.07857142857142853,Negative
make trip happy service interface easy train check status also loyal new support also helpful responsive would recommend make trip anyone look convenient reliable way plan great many,0.5005050505050505,Positive
bad experience care service pay amount forget money didnt refund stay property contact number also responsible try contact care service didnt respond positively tell wait days,-0.09090909090909087,Negative
bad especially care present machine call occasionally get wait list check available still show fake availability sell make money show correct wait list number,-0.1333333333333333,Negative
reward confirm ticket actual also extra name trip guarantee reward coupon code thats coupon code clearly fool also charge extra money today stop disgust choice,0.025000000000000005,Positive
dont trip take money dont provide support travel support team time automatically delete support raise without offer resolution bad experience want warn next time,-0.3499999999999999,Negative
check room room available even talk care repeatedly receive refund yet poor care pass time doesnt matter problem one make trip,0.0,Positive
pathetic want add mistake add instead try add guest room always say issue try add time still say go wrong didnt want even add function would never,-0.75,Negative
bad experience make trip send money half hour place make trip call care tell help days option talk money say check didnt bad experience dont worst,-0.6416666666666666,Negative
worst experience try edit profile apparently cant let also support section contact available,-0.18333333333333332,Negative
new scam list property non doesnt take call day check dont add resort owner onto call wrong information able reach property add owner call disconnect cannot prove wrong,-0.09090909090909091,Negative
flight schedule despite confirm staff airport ask find none reimbursement cannot despite sadly keep ask confirmation flight fact none receive tell flight operational,-0.5,Negative
highly unprofessional support staff need kind emergency available trip assure still half time let cancel ticket later support tell responsible instead trust brand money support horrible,0.027619047619047654,Positive
make trip better almost every time check also whats make boldly say lesser actual property kindly love make trip recently find competition,0.2222222222222222,Positive
care service didnt receive refund amount application show amount rais ticket days ticket close reason amount account didnt find option open ticket still didnt provide refund amount please dont trust raise legal case type,0.1,Positive
support travel abroad worst change date travel ask talk however flight struggle tab option application raise voice refund bind give one star option zero star rat worst experience,-1.0,Negative
make trip really worst expect poor service company flight make trip flight last apply refund ago still theres response make trip finally decide file case consumer court,-0.35,Negative
worst worst experience make wrong error within confirmation try change reservation charge penalty chang reservation make due error property make property say transfer money stay easy way reach service,-0.4383333333333333,Negative
worst ever please dont help also review option review dont let fraud keep good reality wrong lose didnt want stay bad near bad,-0.3499999999999999,Negative
overall good experience flight handy easy also good belive airport cab rate check competitive outstation best airport cab rate pretty high far experience,0.4381481481481482,Positive
star exactly flight price lock payment section raise support ticket days days ticket close status amount yet status show time frame feel bad whether need wait request team assist refund exceptional,0.07222222222222226,Positive
second rais multiple time like want show review resolution experience recent trip make pay pick responsive sell package problem body encourage everyone read please read,0.0,Positive
recently ticket travel upon confirmation different date contact care desire date since change unfortunately new nearly price increase despite express concern new proceed cancellation old ticket limit affordable alternative,0.07878787878787878,Positive
worst ever even though flight didnt operate cancellation fee helpful even worth additionally cab service pathetic theres option even driver hour away location time departure say pay full amount loot actually one year later dont audit,-0.225,Negative
worst ever solo traveller dont ever trust cab get refund total amount lose unknown city reschedule driver pick point policy choose help end travel cab pay additional total two highly unreliable,-0.188,Negative
beware airport tell pick point driver call tell come far away inconvenient location give refund unfair unacceptable fault also cheat show higher category room property room check property give room similar lower category room,-0.15,Negative
bad train ticket get cancel due trip guarantee say refund even days still dont get way talk care provide chat computer click refund status show white screen fraud way dont,-0.27499999999999997,Negative
terrible terrible support theres way contact double payment take account successful process havent receive refund raise ticket travel agency get call say receive refund work days close ticket month still havent receive,-0.3125,Negative
support channel support phone support number tough luck travel dont local number try call wont get register number wait cab hour still say cab way colleague call cab know driver mark get refund,-0.19444444444444445,Negative
never trip guarantee voucher ticket confirm get refund original amount time coupon voucher voucher valid flight ticket next ticket get confirm get original amount deduction tax amount coupon work immediately bus ticket month since contact care response,0.25,Positive
love variety travel sometimes unaffordable holiday doable problem sometimes doesnt load even stable connection unable add profile picture gallery unable add vaccine certificate please fix,-0.16666666666666666,Negative
back flight get say initiate refund till money payment process company easy refund process much tedious never trust dont even know reach reach every job track company raise explain get money back wast energy first offer proper platform contact,0.030555555555555558,Positive
dont recommend much example ticket full amount ticket time check need pay extra around round way cheat never buy,0.08750000000000001,Positive
first bad experience trust guest say dont relationship end ago log complaint many time yet response refund terrible one month proper response instead auto reply contact via,-0.2083333333333333,Negative
stay reach say reservation get notify service say still clearly team aware cancellation horrible experience ever face premium last minute terrible,-0.32999999999999996,Negative
make trip zero star worst service anyone next trip please think twice international trip month may due first get support provide flight assure refund flight havent receive till date make communication june try contact communication block,-0.175,Negative
big amount flight ticket cancellation well convenience fee wish cancel ticket add cancellation convenience fee show initial cancellation page prefer dont relay also check verify ticket,0.0,Positive
pathetic wait refund two although instant way contact support also properly issue long time issue issue intentional intent scan next put consumer complaint,-0.225,Negative
support poor never get chance even raise bus operator never pick call turn raise query option always direct call support number less option get cancel modify else,-0.15555555555555556,Negative
follow previous complaint link provide rais ticket option issue still resolve bus operator last minute still receive refund yet days able reach live support agent raise request refund proper way register complaint well pathetic service,-0.1412878787878788,Negative
worst ever type scam involve make location write wrong actual location try cancel try call well service work refund,-0.5,Negative
title mislead bus availability become gamble close waste time money imagine reach station discover bus operational issue lead additional must address bus availability prevent close please look,-0.2,Negative
worst experience ever didnt get refund last days service pathetic every time connect new agent option route call previous agent ask bank validation assure get back within never come back even bother revert mail despite multiple legal refund may god save,-0.20336700336700336,Negative
one worst care flight today tell would get full refund give refund fee mistake speak care somehow number chat support find someone talk issue big hassle,-0.21666666666666667,Negative
experience usually good however recently try flight could complete payment card option available even option cannot add card even though opt card become hassle,0.3,Positive
back back recently confirm without notification check guy least care try find reason call check late check make stay call nearly finally say refund amount pay time alternate find,-0.08571428571428572,Negative
bad unprofessional behavior concern every time call concern every person still problem platform quite time suggest everyone platform many good available market,0.22500000000000003,Positive
bad service contact care care bad show payment two time cut date flight time,-0.6999999999999998,Negative
interactive friendly doesnt support try raise issue cant assure support give option really happy experience,0.5875,Positive
worst experience support ticket get show money wallet open wallet money reflect balance link provide track money also fake dont really pathetic,-0.625,Negative
trip guarantee ticket get people amount remain bank account people give voucher people call care disconnect opt voucher proper response need refund reflect try train people cheat name trip guarantee hell voucher valid worst,-0.5,Negative
price show high service heavy refund certain amount amount dont recommend anyone better avail service scam zero convenience cancellation due flight operator,0.10985714285714285,Positive
flight ticket update dont dont provide support,0.0,Positive
money recommendable flight mistake think give date birth wasnt give option full refund convenience every convenience kind theft instead please dont give time frame,0.475,Positive
absolutely support phone number address follow query via message go round recommendation platform human connect possible,0.0,Positive
worst service flight ticket make trip days try cancel flight ticket get refund every time new executive line tell within resolve query response side back money liar dont ticket,-0.2878787878787879,Negative
fraudulent activity name trip didnt return full amount extra tier ticket ticket dont get confirm return ticket price keep pocket travel voucher less wont able,0.17083333333333334,Positive
worst experience recently bus face lot due poor service bus company attend interview next morn didnt tell would late later decide cancel car bus crew reimburse cant unless claim accept request refund block ticket fare unreasonable,-0.26071428571428573,Negative
try flight ticket suddenly mail offer try kindly dont send mislead afford need send promotional kind thank,0.39999999999999997,Positive
mistakenly pride instead immediately note mistake request refund amount say special case select date calender get scroll month instead,0.35714285714285715,Positive
recently goa trip last moment trip good assistance also quite help journey,0.2333333333333333,Positive
happy service completely disappoint never trip change trip good bye make trip consider return money consider trust otherwise never come back,0.4,Positive
scam flight later day service proof mail make trip amount receive money around would never recommend anyone,0.0,Positive
outstation cab give trip round trip driver extra travel whereas clearly write travel make anywhere support people till superior call reach supervisor hear cannot help waste money priceless mood,0.2333333333333333,Positive
black really poor service poor overcharge actual rate bad hat make trip worst ever chabot work date change error try last days care show anywhere know become big perish easily dont care market,-0.24814814814814815,Negative
first time platform experience really bad nowhere see cancel stay eligible stay application write ill understand raise issue support team also good way think better least try understand whole story,0.021428571428571446,Positive
worst track service similar work way better weird like code apply gift would anyone buy gift case unnecessarily pay,-0.27999999999999997,Negative
extremely incompetent company might hold outright fraud would nevertheless advise people never international agency month since international pay premium make far havent get refund whatsoever cost upwards lot money expect get back per cancellation protocol,-0.049999999999999996,Negative
payment keep show amount even full payment still keep add full payment even new also support ask ignore wrong logic let keep show pend trigger pend payment cancellation warn bug try developer happy holiday trip way bad experience,0.07272727272727274,Positive
worst experience flight include package inform short notice new flight short notice provision talk anyone care available money bad experience,-0.19393939393939394,Negative
hope review save someone make trip fraud trip guarantee totally fraud trip guarantee claim refund ticket get moment ticket suddenly show mention get voucher refund valid days one time voucher days take ticket extra trip,0.0,Positive
several never issue flight also spontaneous excellent travel,0.5333333333333333,Positive
worst experience train trip assurance get coupon code able claim anywhere pay extra amount trip assurance proper channel connect,-0.125,Negative
good interface good like sort time duration best kind travel,0.75,Positive
love easy allow suggestion allow noncontiguous,0.4666666666666667,Positive
kindly particularly honeymoon plan get ruin due flight cancellation spice jet package duty responsibility take care otherwise package tour people want earn money advance end time tell write policy cannot,0.02083333333333333,Positive
two show default actually need two amount know person per room position cancel since non spend additional stay make trip help warn non warn person stay careful,-0.05,Negative
support pay money sometimes register money give back care service option point still expect call care evidence show loot please clarify immediately also last review put call link send also,0.0,Positive
worst please dont suffer family buy tell flight fully dont register complaint close case say phone reachable close also tell fraud money please take care fraud,-0.65,Negative
never portal extremely disappoint service receive still havent receive refund far long month say dint refund say refund end month ago lack resolution unacceptable,-0.024999999999999998,Negative
dear recently ticket receive message company inform hour flight delay didnt receive notification side cancel reschedule directly subsequently refund inform amount already transfer company kindly request prompt refund full amount bank account,0.2375,Positive
dont expect refund ticket due flight cancellation even one month money one respond also response days make trip calender big,-0.0625,Negative
explore need small clarification one tour matter talk option lady simple query call allow mobile number logic behind ask small clarification wait holiday group need improvement type work uninstalled,-0.225,Negative
company totally worst bad experience company get hear reception provide amount sufficient pay strongly recommend anyone terrible trip dont dare trip please put trouble make holiday worst thank,-0.5777777777777778,Negative
worst ever come across life list bus without check review read get know bus operator fraud would take away money wont turn travel date similarly day date travel till havent receive refund able contact also,-0.16666666666666666,Negative
tell get full refund cancellation flight get didnt get full refund around care also support say receive full refund didnt give money give money refund policy cancellation page fraud,0.3499999999999999,Positive
costly train ticket whereas agent even bus want postpone journey also possible whereas smooth quit good train bus plane,0.3666666666666667,Positive
good pathetic good till time go smooth moment get operator get sort support chat facility badly unable contact bus operator receive communication end make trip send number link high,0.07666666666666666,Positive
problem try continuously ticket doesnt proceed try mobile data still,0.0,Positive
bad experience make trip expensive bad condition zero poor staff get disappoint whenever available application worthless waisted money,-0.4499999999999999,Negative
much increase last time even many short better search even card decide,0.24,Positive
bad first experience please take cancellation policy change time ask ask proof deny free cancellation charge whole amount pathetic support bad,-0.2583333333333333,Negative
dont support even contact service provider full fill commitment trip grantee chart prepare wait list receive dont,0.35,Positive
mobile quite friendly last couple time reliable do ease keep,0.1875,Positive
good train main problem come support proper response team regard option connect dont want cancel flight train want cancel train flight plan highly recommend original flight,0.2803333333333333,Positive
one worst application never application application money bad experience come give dirty room accept otherwise money set care family small stick midnight please dont make trip,-0.6375,Negative
make trip company fraudulent go room let say available try contact support one respond careful suggest,0.15000000000000002,Positive
bus operator due low refund however refund claim bus without proper verification unresponsive service close ticket hastily issue unresolved bus operator offer adequate assistance edit link provide support bus flight,0.05208333333333333,Positive
worst travel ever dont resolve cheat even raise complaint delete complaint able take journey due fever even write due medical emergency payment do help make payment proper support put call hold,-0.16875,Negative
ridiculous service cancel flight need get refund need call time still need provide say raise refund request never right away,-0.23809523809523808,Negative
try since days connect executive way reach worst support ever reply mail also way reach ticket trip guarantee say receive amount refund two days send message get voucher instead money need talk executive cost,-1.0,Negative
make trip pay free cancellation demand full payment confirm year old child due didnt check concern refund contact make trip put call hour response make trip resort person cheat regularly family,0.145,Positive
doesnt refund money entry way raise complaint support do research could find place raise complaint care number call usually reachable close trip allow raise complaint,-0.2875,Negative
support please get fake make trip relate train trip guarantee another way loot inappropriate doesnt get confirm also give refund wallet cannot club first foremost cannot speak support agent regard make trip loot trip,-0.125,Negative
chang rat basis experience service experience wherein mistake lead significant financial loss despite loss fine would accept mistake apology strangely accept mistake instead say never make request structure escalate tree grievance officer therefore dont find reliable travel partner,0.18541666666666667,Positive
pathetic experience make trip suggest please dont make trip tour manager show per plan make trip face suggest people please dont though make trip make money client dont give full service service resolve problem,-0.325,Negative
worst ever try money didnt try flight unable wallet money also unable discount coupon send service high flight company never recommend,-0.46,Negative
perfectly dont remember surely say experience always good say future also ill prefer,0.34,Positive
dont make take money forget travel bus due strike days still havent amount try touch care number always hear message able get touch even care agent past journey date,0.041666666666666664,Positive
first leave amongst unsafe staff without room even though raise issue thrice return keep without update resolution call put hold cut call suppose elite money,0.25,Positive
zero terrible experience check even pay whole amount check multiple ready refund money give solution run money wallet,-0.15000000000000002,Negative
worst ever see life first make payment enter worst procedure forget password pay money money go support dont believe kindly request everyone dont install untrusted money return account,-0.2875,Negative
credible friendly moderately good face partial cancellation cancel fully need,0.34375,Positive
best well nice transparent dependable friendly never disappoint keep good work,0.66875,Positive
dont trip guarantee train please buy scam get voucher cant else train travel specific dear team research properly fake scam train day seat availability voucher valid perfect scam umbrella aware stay safe,0.25,Positive
dont deal less one star give two bad experience flight cancel reservation wife even side today make reservation desk reservation do call service let wait lobby solution don deal health,-0.43333333333333324,Negative
bus long journey somewhere around get worst pic interior bus give unsafe unhygienic moreover nit open feedback whenever try raise issue show connection care executive raise,-0.35000000000000003,Negative
worst experience care support bus time bus staff rude support traveler need reach care ticket modify ticket cancel ticket check respond else,-0.65,Negative
didnt see worst train train ticket refund two days even days money didnt reflect account status show already proper service better within days refund,-0.16666666666666666,Negative
dont international lose information give valid payment fraud terrible support play reply worst ever see think company,-0.6666666666666666,Negative
flight get company amount big amount cant even contact care service know reason disappoint,0.0,Positive
unable make past days constantly go wrong search stage self,-0.4166666666666667,Negative
airport land airport driver accept ride pickup call ask cancel ill let cancel ride loose money,-0.28846153846153844,Negative
zero service bus think try regret bus fake bus almost late night bus driver never bus till issue resolve worst part make trip cant even talk care ever call number help call keep say wait reply its,-0.6,Negative
train worst service provide trip guarantee option refund get last moment many time travel get automatically recommend train especially trip guarantee,-0.125,Negative
claim lodge button doesnt work international trip trip insurance lodge claim trip interruption press button purpose error message get reply reliance general insurance policy lodge claim highly unsatisfied insurer,0.07,Positive
way contact support even case emergency fraudulent want choose refund option refund wallet doesnt reflect dont refund money whole money stick first time charge much fee,0.21666666666666667,Positive
flight search completely break unable search airport unable search flight default well always error go wrong,-0.35,Negative
easy get issue bus middle travel bus driver bus conductor go place put new driver middle night bus stop work replacement get bus bad condition regularly try contact care get answer form side make request number worst contact immediately give refund bad experience,-0.22878787878787876,Negative
worst ever option say get refund ticket doesnt get confirm enter number invalid take money ticket try reach support information never train lastly try give negative invalid,-0.43333333333333335,Negative
location near bus stop park good good small enough lift difficult upstairs take luggage provide welcome kit,0.22142857142857145,Positive
cab make trip drop airport even advance make trip didnt bother send cab service say ahead trip get cab even didnt get information say didnt get cab people dependable sloppy cheat,-0.4166666666666667,Negative
cant accept kind renowned recent weekend visit search first show different price latter hour price well show desert search fake didnt price change close fake fraud never ever show top,0.04375,Positive
worst service ever face life today make today travel cab reach destination didnt receive like driver cab care cancel another cab service also agree do vehicle arrival later say money cant worst worst service,-0.75,Negative
one best segment market cater would give would sorry say cost ready pay service stay accidentally forget haste add family whereas didnt stay oblige get total refund,0.175,Positive
fraud please dont cant train refund amount dont make show amount bus aeroplane,0.0,Positive
please read review full trip guarantee market strategy ticket ticket trip guarantee total the trip guarantee give give refund get return remain refund money include trip add voucher say voucher next trip dont trust get refund,0.11666666666666665,Positive
bad experience make trip days response executive also information hand readily every query take days get back worst last one response yet wont near future rather would make trip platform flight everyone,-0.19999999999999996,Negative
trip guarantee scam pay extra train dont get get extra amount also refund amount get late therefore cant amount day ticket bus moreover form coupon think buy another ticket return cost train,-0.09999999999999999,Negative
refund policy highly friendly commendable option without payment however need diligent monitor room quality conflict lead cancel several certain may assign meet nonetheless extend best entire team,0.3178571428571429,Positive
bad bad experience fake ticket allow trip ticket time refund trip show wait list number reduce day day chart prepare totally receive ticket cancellation massage also trip refund totally scam waste time look,-0.3499999999999999,Negative
quick seek business interest help cant get cancel flight past several days message wrong thank phone support display cannot call escalate issue terrible experience,-0.2833333333333333,Negative
dont ever ticket worst experience first ask change date will make many spend much time decide better cancel ticket get half amount long process time borrow money friend ticket give one shock send massage buy ticket dont provide ticket worst ever,-0.09583333333333333,Negative
absolutely wonderful last many hassle free cheat free competitive easy cancellation refund experience want tell everyone review must everyone kind travel need,0.4761904761904762,Positive
train fee refund case cancel today scam get refund pay special fee still charge almost equal cancellation penalty,0.17857142857142858,Positive
worst service keep worst possible refund well lose return get sorry bloody didnt stay check even dont get money back please report end without horrible experience immense loss money,-0.5375,Negative
worst experience cancel flight ticket full refund pocket give less amount worst management say behalf talk fee rubbish worth star,-0.30333333333333334,Negative
worst service bus operator bus raise request refund month review reply link developer allow raise complaint flight proper channel bus cancellation still refund amount response bus cancellation issue worst service ever face,-0.575,Negative
poor experience even lock price pay extra give confirm cheap strategy money give explanation,0.0,Positive
experience make trip worst room make payment later manager tell price half pay rest amount provide room time support many time didnt highly disappoint dont show actual price time discount,-0.08444444444444445,Negative
team express sincere appreciation exceptional support provide experience various flight often lack knowledge understand seek assistance however support team remarkably helpfulness invaluable support truly commendable apart world flight,0.47916666666666663,Positive
bad also issue resolve bad experience worst experience,-0.7999999999999998,Negative
worst experience resort due personal issue change date additional payment hit payment show total fraud,-0.28125,Negative
train payment enter password page show try contact support option even page try call care number call tell wrong,-0.5,Negative
past give one star negative star option reach help like seek needle record properly audible option talk care executive service include bus service worst service provider pick call say pick destination,-0.3875,Negative
pathetic experience doesnt allow submit complaint issue trip try time request safety emergency one travel support channel less ask visit link doesnt operate stop,-0.48888888888888893,Negative
dont cancel otherwise lose money refund make trip nightmare government kind fraud earn like otherwise bankrupt stage please dont base rat star fake guarantee money,-0.23333333333333336,Negative
worst experience way talk care support resolve issue train show note message read cancellation free new actually want cancel ticket due change plan cancellation new,-0.07537878787878788,Negative
bad service full cash trip operator full refund days didnt get money please rethink still didnt get refund month support anyone think need contact consumer court,3.700743415417188e-17,Positive
want give negative rat site worst experience site advise everyone site two time ticket site time site panic bus operator wrongly post site also cant connect make trip care,-0.6,Negative
worst ticket receive refund never receive lot people make trip refund scam raise refund accept always say try track refund send back train page,-0.5,Negative
flight ticket within however didnt get full refund secondly give less amount amount air express clearly air express cancellation get full refund amount cancellation within please help get full refund way contact support representative,0.1638888888888889,Positive
worst platform care perspective talk request help chat support try reservation didnt money get didnt back bank available could choose receive amount via sure pass information one receive respond,-0.024999999999999994,Negative
face fraud bus bus dont work support service days one status complaint refund worst dumb clearly bus send link,-0.39375,Negative
worst experience make trip higher actual ever trip guarantee make pay far actual price give seat person instead confirm ticket worst experience share berth old man trip didnt get chance lay sleep hour experience make cry night,-0.2214285714285714,Negative
allow give necessary work confirmation try another work fine,0.20833333333333334,Positive
worst service provider service also outstation cab pickup time pass consumer service get know cab pick waste time would recommend cab even consumer service zero,-0.6,Negative
application say price receive price say higher aware scam dont even think send message everyone care try help show help dont try mistake wont help tell wrong early,0.025,Positive
worst flight different date flight different time reach care amount money first experience pathetic recommend flight,-0.35,Negative
bad bad service get do trip tell give get receive message refund till money account difficult contact time period make flight know would never still wait refund,-0.6333333333333332,Negative
worst ever support could tell cancel response close request way upset dont like waste money bad experience never suggest one,-0.6333333333333333,Negative
beware dont get trap dont select trip guarantee didnt check smartly try hide loot money name trip guarantee train ticket refund upon non confirmation yes get original amount back bank voucher cant additional frustration voucher limit days still less,0.10565476190476192,Positive
writ review hop people refrain mistake trust bus ticket pay elevate due season prior trip get message read request fresh ticket per availability regret inconvenience cad provide bus operator contact worst part care less,-0.1983333333333333,Negative
horrible experience team resolution super slow tie make one week ago tomorrow yet dont confirmation reference call number keep buy,-0.32222222222222224,Negative
dont trust cab first confirm even upgrade main taxi driver min prior journey case journey assign cab driver till taxi arrival time pathetic service surprise straightaway tell arrange alternate service,-0.11666666666666667,Negative
would suggest people holiday first cancellation policy pathetic full money one later cancel however could secondly package way price entire package could possible within however review date stay safeguard allow feedback list,-0.05714285714285715,Negative
long time time really disappoint train ticket person emergency work cancel money refund directly come wallet like option bank account transfer money wallet bank account tell wait days days refund really bad make trip tell also scam,-0.11249999999999996,Negative
never make trip worst possible lose huge amount money stop since many suppose leave flight make flight via suppose reach day give delay flight overnight next day afternoon new expensive flight departure,-0.06623376623376621,Negative
friend cab still receive time instead pay driver already collect advance cab fair play dirty game send support call center number end put hold reason ultimately dont help dont think even pay support bad cheap,-0.09999999999999998,Negative
worst experience even history get refund less amount make trip worst experience ever,-0.7222222222222223,Negative
train ticket cover trip guarantee ticket confirm return time money didnt provide promise dont dont ticket enough trip guarantee cover,0.0,Positive
scam trip program exactly dont return money lot term condition also get refund amount extra trip program fraud,0.125,Positive
guarantee trip feature falsely claim refund refund get kin voucher form consider take feature get voucher valid next days mention refund amount multiple fool false mislead shame ease better,-0.06000000000000003,Negative
fraud mention arent particular give discount rate,0.16666666666666666,Positive
ticket please dont buy charge extra money platform also never buy trip refund scam best never charge extra,0.3333333333333333,Positive
link give trip flight journey resolve concern person call never see kind service days amount add add try add,0.6,Positive
dont flight cancel ticket time refund amount time talk care cut call intentionally worst experience,-1.0,Negative
worst experience ticket trip guarantee show either happen worst worst high better outside,-0.38999999999999996,Negative
good disappoint ticket train since open get error try pay fix problem get,0.35,Positive
horrible event bus ticket worth reach pickup point even night time make trip show apologize one know reach pick horrible event refund money double amount even day second get refund amount care contact number system available fill court case arrange another bus,-0.21666666666666665,Negative
aware scam refund amount even though technical fault accept confirm take reach location know already room available,0.21666666666666667,Positive
theres chat support voice call support practically nobody answerable come help would even first place like biggest mistake make trip cos dont care help edit covid executive support case need,0.25,Positive
